year,month,day,dollar
2011,5,31,1.4385
2011,5,30,1.4272
2011,5,27,1.4265
2011,5,26,1.4168
2011,5,25,1.4069
2011,5,24,1.4089
2011,5,23,1.402
2011,5,20,1.4237
2011,5,19,1.4265
2011,5,18,1.4227
2011,5,17,1.4171
2011,5,16,1.4143
2011,5,13,1.428
2011,5,12,1.4153
2011,5,11,1.4357
2011,5,10,1.4358
2011,5,9,1.4397
2011,5,6,1.4501
2011,5,5,1.4814
2011,5,4,1.4882
2011,5,3,1.478
2011,5,2,1.4837
2011,4,29,1.486
2011,4,28,1.4794
2011,4,27,1.4668
2011,4,26,1.4617
2011,4,25,0.0
2011,4,22,0.0
2011,4,21,1.4584
2011,4,20,1.4515
2011,4,19,1.4302
2011,4,18,1.4275
2011,4,15,1.445
2011,4,14,1.4401
2011,4,13,1.4493
2011,4,12,1.447
2011,4,11,1.4434
2011,4,8,1.4401
2011,4,7,1.4283
2011,4,6,1.43
2011,4,5,1.4166
2011,4,4,1.424
2011,4,1,1.4141
2011,3,31,1.4207
2011,3,30,1.409
2011,3,29,1.4066
2011,3,28,1.4032
2011,3,25,1.4115
2011,3,24,1.4128
2011,3,23,1.4136
2011,3,22,1.4211
2011,3,21,1.4194
2011,3,18,1.413
2011,3,17,1.4004
2011,3,16,1.3951
2011,3,15,1.3884
2011,3,14,1.3948
2011,3,11,1.3773
2011,3,10,1.3817
2011,3,9,1.3928
2011,3,8,1.3898
2011,3,7,1.4028
2011,3,4,1.3957
2011,3,3,1.385
2011,3,2,1.3809
2011,3,1,1.3825
2011,2,28,1.3834
2011,2,25,1.3762
2011,2,24,1.3773
2011,2,23,1.3731
2011,2,22,1.3667
2011,2,21,1.3668
2011,2,18,1.3627
2011,2,17,1.356
2011,2,16,1.351
2011,2,15,1.351
2011,2,14,1.344
2011,2,11,1.3524
2011,2,10,1.3604
2011,2,9,1.3647
2011,2,8,1.3635
2011,2,7,1.3553
2011,2,4,1.3631
2011,2,3,1.3745
2011,2,2,1.3803
2011,2,1,1.3755
2011,1,31,1.3692
2011,1,28,1.371
2011,1,27,1.3716
2011,1,26,1.3681
2011,1,25,1.3596
2011,1,24,1.3571
2011,1,21,1.3521
2011,1,20,1.3472
2011,1,19,1.3506
2011,1,18,1.3371
2011,1,17,1.3311
2011,1,14,1.3349
2011,1,13,1.3199
2011,1,12,1.2973
2011,1,11,1.2948
2011,1,10,1.2903
2011,1,7,1.2961
2011,1,6,1.3091
2011,1,5,1.3213
2011,1,4,1.3421
2011,1,3,1.3348
2010,12,31,1.3362
2010,12,30,1.328
2010,12,29,1.3136
2010,12,28,1.3195
2010,12,27,1.3136
2010,12,24,1.3099
2010,12,23,1.3064
2010,12,22,1.3112
2010,12,21,1.3155
2010,12,20,1.3147
2010,12,17,1.326
2010,12,16,1.3238
2010,12,15,1.336
2010,12,14,1.3435
2010,12,13,1.3267
2010,12,10,1.3244
2010,12,9,1.3214
2010,12,8,1.32
2010,12,7,1.3363
2010,12,6,1.328
2010,12,3,1.3246
2010,12,2,1.3155
2010,12,1,1.3115
2010,11,30,1.2998
2010,11,29,1.3146
2010,11,26,1.3225
2010,11,25,1.3321
2010,11,24,1.3339
2010,11,23,1.3496
2010,11,22,1.3647
2010,11,19,1.3674
2010,11,18,1.3647
2010,11,17,1.3481
2010,11,16,1.3612
2010,11,15,1.3626
2010,11,12,1.3711
2010,11,11,1.37
2010,11,10,1.377
2010,11,9,1.3945
2010,11,8,1.3917
2010,11,5,1.4084
2010,11,4,1.4244
2010,11,3,1.4014
2010,11,2,1.4018
2010,11,1,1.3926
2010,10,29,1.3857
2010,10,28,1.3857
2010,10,27,1.3803
2010,10,26,1.3912
2010,10,25,1.4031
2010,10,22,1.3934
2010,10,21,1.4016
2010,10,20,1.3861
2010,10,19,1.3859
2010,10,18,1.3896
2010,10,15,1.4089
2010,10,14,1.4101
2010,10,13,1.3958
2010,10,12,1.3833
2010,10,11,1.3936
2010,10,8,1.3874
2010,10,7,1.397
2010,10,6,1.3856
2010,10,5,1.378
2010,10,4,1.3705
2010,10,1,1.3726
2010,9,30,1.3648
2010,9,29,1.3611
2010,9,28,1.346
2010,9,27,1.3477
2010,9,24,1.3412
2010,9,23,1.3323
2010,9,22,1.3364
2010,9,21,1.312
2010,9,20,1.3074
2010,9,17,1.306
2010,9,16,1.3078
2010,9,15,1.2989
2010,9,14,1.285
2010,9,13,1.2801
2010,9,10,1.2725
2010,9,9,1.2715
2010,9,8,1.2697
2010,9,7,1.2744
2010,9,6,1.2874
2010,9,3,1.2834
2010,9,2,1.2818
2010,9,1,1.28
2010,8,31,1.268
2010,8,30,1.27
2010,8,27,1.2713
2010,8,26,1.2693
2010,8,25,1.2613
2010,8,24,1.2611
2010,8,23,1.2704
2010,8,20,1.2711
2010,8,19,1.2836
2010,8,18,1.288
2010,8,17,1.286
2010,8,16,1.282
2010,8,13,1.2799
2010,8,12,1.279
2010,8,11,1.3016
2010,8,10,1.3133
2010,8,9,1.3253
2010,8,6,1.3176
2010,8,5,1.3184
2010,8,4,1.3206
2010,8,3,1.3221
2010,8,2,1.3073
2010,7,30,1.3028
2010,7,29,1.3069
2010,7,28,1.2992
2010,7,27,1.3033
2010,7,26,1.2931
2010,7,23,1.2897
2010,7,22,1.285
2010,7,21,1.2817
2010,7,20,1.2844
2010,7,19,1.2957
2010,7,16,1.3
2010,7,15,1.2828
2010,7,14,1.2703
2010,7,13,1.2569
2010,7,12,1.2572
2010,7,9,1.2637
2010,7,8,1.266
2010,7,7,1.2567
2010,7,6,1.2579
2010,7,5,1.2531
2010,7,2,1.2548
2010,7,1,1.2328
2010,6,30,1.2271
2010,6,29,1.2198
2010,6,28,1.2339
2010,6,25,1.2294
2010,6,24,1.2262
2010,6,23,1.2271
2010,6,22,1.2258
2010,6,21,1.2391
2010,6,18,1.2372
2010,6,17,1.2363
2010,6,16,1.2277
2010,6,15,1.2258
2010,6,14,1.2249
2010,6,11,1.2127
2010,6,10,1.2045
2010,6,9,1.201
2010,6,8,1.1942
2010,6,7,1.1959
2010,6,4,1.206
2010,6,3,1.2268
2010,6,2,1.2218
2010,6,1,1.2155
2010,5,31,1.2307
2010,5,28,1.2384
2010,5,27,1.2255
2010,5,26,1.2309
2010,5,25,1.2223
2010,5,24,1.236
2010,5,21,1.2497
2010,5,20,1.2334
2010,5,19,1.227
2010,5,18,1.2428
2010,5,17,1.2349
2010,5,14,1.2492
2010,5,13,1.2587
2010,5,12,1.2686
2010,5,11,1.2698
2010,5,10,1.2969
2010,5,7,1.2746
2010,5,6,1.2727
2010,5,5,1.2924
2010,5,4,1.3089
2010,5,3,1.3238
2010,4,30,1.3315
2010,4,29,1.3256
2010,4,28,1.3245
2010,4,27,1.329
2010,4,26,1.3321
2010,4,23,1.3311
2010,4,22,1.3339
2010,4,21,1.3373
2010,4,20,1.3486
2010,4,19,1.3432
2010,4,16,1.3535
2010,4,15,1.3544
2010,4,14,1.3615
2010,4,13,1.3583
2010,4,12,1.3585
2010,4,9,1.3384
2010,4,8,1.3296
2010,4,7,1.334
2010,4,6,1.3396
2010,4,5,0.0
2010,4,2,0.0
2010,4,1,1.3468
2010,3,31,1.3479
2010,3,30,1.3482
2010,3,29,1.3471
2010,3,26,1.3353
2010,3,25,1.3356
2010,3,24,1.3338
2010,3,23,1.3519
2010,3,22,1.3471
2010,3,19,1.3548
2010,3,18,1.366
2010,3,17,1.3756
2010,3,16,1.3723
2010,3,15,1.3705
2010,3,12,1.3765
2010,3,11,1.3657
2010,3,10,1.361
2010,3,9,1.3557
2010,3,8,1.3662
2010,3,5,1.3582
2010,3,4,1.3668
2010,3,3,1.3641
2010,3,2,1.3548
2010,3,1,1.3525
2010,2,26,1.357
2010,2,25,1.3489
2010,2,24,1.3547
2010,2,23,1.3577
2010,2,22,1.3626
2010,2,19,1.3519
2010,2,18,1.3567
2010,2,17,1.3726
2010,2,16,1.3649
2010,2,15,1.3607
2010,2,12,1.3572
2010,2,11,1.3718
2010,2,10,1.374
2010,2,9,1.376
2010,2,8,1.3675
2010,2,5,1.3691
2010,2,4,1.3847
2010,2,3,1.3984
2010,2,2,1.3937
2010,2,1,1.3913
2010,1,29,1.3966
2010,1,28,1.3999
2010,1,27,1.4072
2010,1,26,1.4085
2010,1,25,1.4151
2010,1,22,1.4135
2010,1,21,1.4064
2010,1,20,1.4132
2010,1,19,1.4279
2010,1,18,1.4369
2010,1,15,1.4374
2010,1,14,1.4486
2010,1,13,1.4563
2010,1,12,1.4481
2010,1,11,1.4528
2010,1,8,1.4273
2010,1,7,1.4304
2010,1,6,1.435
2010,1,5,1.4442
2010,1,4,1.4389
2010,1,1,0.0
