año,mes,nación,5 estrellas,4 estrellas,3 estrellas,1 y 2 estrellas,hoteles,extrahoteleros,total
2007,9,Irlanda,111,158,78,0,347,1298,1645
2007,9,Italia,176,2141,610,6,2933,741,3674
2007,9,Suecia,10,172,58,0,240,31,271
2007,9,Noruega,10,287,5,4,306,48,354
2007,9,Dinamarca,5,271,8,521,805,344,1149
2007,9,Finlandia,7,7,0,0,14,21,35
2007,9,Suiza,244,349,110,0,703,236,939
2007,9,Austria,146,592,82,0,820,271,1091
2007,9,Rusia,982,1701,346,19,3048,2315,5363
2007,9,Países del Este,346,964,476,9,1795,2129,3924
2007,9,Resto de Europa,827,1850,518,11,3206,822,4028
2007,9,Estados Unidos,42,44,0,3,89,95,184
2007,9,Resto de América,30,101,49,6,186,66,252
2007,9,Resto del Mundo,487,91,19,4,601,126,727
2007,10,España,3472,17471,2664,32,23639,6369,30008
2007,10,Holanda,439,3616,1112,19,5186,2558,7744
2007,10,Bélgica,1097,3354,370,15,4836,635,5471
2007,10,Alemania,2673,10195,4607,15,17490,5047,22537
2007,10,Francia,221,1043,285,67,1616,1480,3096
2007,10,Gran Bretaña,6862,22528,6784,1079,37253,28975,66228
2007,10,Irlanda,298,339,53,2,692,983,1675
2007,10,Italia,203,1641,435,16,2295,466,2761
2007,10,Suecia,65,2557,588,577,3787,1426,5213
2007,10,Noruega,83,739,668,0,1490,1292,2782
2007,10,Dinamarca,48,1431,307,0,1786,1706,3492
2007,10,Finlandia,104,726,418,11,1259,1755,3014
2007,10,Suiza,260,752,165,4,1181,244,1425
2007,10,Austria,187,664,73,0,924,288,1212
2007,10,Rusia,273,1354,396,28,2051,2890,4941
2007,10,Países del Este,306,1355,333,4,1998,1871,3869
2007,10,Resto de Europa,544,1351,882,2,2779,1358,4137
2007,10,Estados Unidos,79,41,4,0,124,89,213
2007,10,Resto de América,50,54,40,0,144,31,175
2007,10,Resto del Mundo,350,51,15,3,419,435,854
2007,11,España,1923,8727,1683,77,12410,3664,16074
2007,11,Holanda,423,2051,848,9,3331,2081,5412
2007,11,Bélgica,892,2726,713,26,4357,872,5229
2007,11,Alemania,3679,13452,5183,25,22339,4475,26814
2007,11,Francia,147,606,306,41,1100,1520,2620
2007,11,Gran Bretaña,6164,21562,6974,1393,36093,31360,67453
2007,11,Irlanda,252,240,97,0,589,1053,1642
2007,11,Italia,319,1452,302,4,2077,644,2721
2007,11,Suecia,130,3560,711,2,4403,2426,6829
2007,11,Noruega,124,1444,1011,0,2579,2113,4692
2007,11,Dinamarca,37,1355,379,583,2354,3048,5402
2007,11,Finlandia,243,912,629,30,1814,2593,4407
2007,11,Suiza,260,407,100,24,791,207,998
2007,11,Austria,323,846,131,0,1300,425,1725
2007,11,Rusia,239,1465,550,30,2284,2619,4903
2007,11,Países del Este,154,1105,379,9,1647,2143,3790
2007,11,Resto de Europa,422,1133,1475,2,3032,1127,4159
2007,11,Estados Unidos,46,45,13,0,104,92,196
2007,11,Resto de América,17,57,23,0,97,50,147
2007,11,Resto del Mundo,106,80,76,0,262,301,563
2007,12,España,1978,7578,1201,55,10812,2570,13382
2007,12,Holanda,387,2113,749,71,3320,1507,4827
2007,12,Bélgica,811,3378,528,17,4734,1437,6171
2007,12,Alemania,3038,10197,4368,19,17622,3084,20706
2007,12,Francia,338,1075,300,56,1769,1668,3437
2007,12,Gran Bretaña,5793,19336,6837,1028,32994,28827,61821
2007,12,Irlanda,251,441,178,9,879,1137,2016
2007,12,Italia,197,1912,608,24,2741,908,3649
2007,12,Suecia,66,2941,481,17,3505,2107,5612
2007,12,Noruega,61,1027,1007,2,2097,1294,3391
2007,12,Dinamarca,32,1938,1045,717,3732,2989,6721
2007,12,Finlandia,210,1003,481,19,1713,2178,3891
2007,12,Suiza,196,351,101,6,654,138,792
2007,12,Austria,227,458,115,0,800,182,982
2007,12,Rusia,165,913,608,9,1695,1693,3388
2007,12,Países del Este,220,1393,299,9,1921,1418,3339
2007,12,Resto de Europa,626,1001,1223,0,2850,1226,4076
2007,12,Estados Unidos,68,43,8,0,119,105,224
2007,12,Resto de América,41,79,25,2,147,78,225
2007,12,Resto del Mundo,294,93,30,3,420,524,944
2007,13,España,43866,183780,42966,650,271262,83564,354826
2007,13,Holanda,4312,28902,9303,248,42765,23997,66762
2007,13,Bélgica,9455,39186,5418,132,54191,10774,64965
2007,13,Alemania,29801,138490,48598,182,217071,47001,264072
2007,13,Francia,3304,14376,4676,524,22880,17880,40760
2007,13,Gran Bretaña,57750,217844,72108,13014,360716,343596,704312
2007,13,Irlanda,2637,2411,732,29,5809,12176,17985
2007,13,Italia,3334,31053,7648,146,42181,12190,54371
2007,13,Suecia,1006,21266,4320,607,27199,13029,40228
2007,13,Noruega,771,7101,5376,16,13264,10101,23365
2007,13,Dinamarca,541,10710,6794,4195,22240,17585,39825
2007,13,Finlandia,1175,5484,4166,92,10917,13282,24199
2007,13,Suiza,2341,4861,1577,119,8898,2046,10944
2007,13,Austria,2274,7451,1196,0,10921,3561,14482
2007,13,Rusia,5126,13455,4350,315,23246,24811,48057
2007,13,Países del Este,3226,13088,4963,72,21349,17223,38572
2007,13,Resto de Europa,6607,15505,8747,94,30953,13419,44372
2007,13,Estados Unidos,1032,731,342,11,2116,1481,3597
2007,13,Resto de América,506,926,510,30,1972,777,2749
2007,13,Resto del Mundo,3898,1376,325,21,5620,4119,9739
2008,1,España,2106,7955,1604,31,11696,2645,14341
2008,1,Holanda,318,2095,719,51,3183,1892,5075
2008,1,Bélgica,736,3224,779,4,4743,843,5586
2008,1,Alemania,2664,10830,3914,26,17434,4387,21821
2008,1,Francia,283,1754,363,47,2447,1694,4141
2008,1,Gran Bretaña,3662,17323,7036,1017,29038,25870,54908
2008,1,Irlanda,253,612,44,0,909,1589,2498
2008,1,Italia,232,2497,785,12,3526,1167,4693
2008,1,Suecia,202,2811,442,9,3464,1696,5160
2008,1,Noruega,177,893,782,1,1853,1425,3278
2008,1,Dinamarca,95,1303,1405,528,3331,2907,6238
2008,1,Finlandia,168,1080,442,4,1694,1563,3257
2008,1,Suiza,128,247,119,21,515,83,598
2008,1,Austria,249,585,142,0,976,303,1279
2008,1,Rusia,575,1001,692,47,2315,2557,4872
2008,1,Países del Este,359,1126,421,14,1920,1508,3428
2008,1,Resto de Europa,523,1034,1546,0,3103,1933,5036
2008,1,Estados Unidos,56,38,3,0,97,95,192
2008,1,Resto de América,49,58,20,12,139,65,204
2008,1,Resto del Mundo,206,48,9,0,263,263,526
2008,2,España,1687,10367,1876,42,13972,2760,16732
2008,2,Holanda,601,2734,1192,82,4609,3624,8233
2008,2,Bélgica,922,3764,549,23,5258,687,5945
2008,2,Alemania,2645,11495,4493,11,18644,3990,22634
2008,2,Francia,332,2032,629,59,3052,2532,5584
2008,2,Gran Bretaña,6579,20646,7435,1296,35956,33205,69161
2008,2,Irlanda,441,487,37,0,965,1388,2353
2008,2,Italia,198,1928,491,13,2630,955,3585
2008,2,Suecia,74,2636,485,1,3196,1707,4903
2008,2,Noruega,95,1224,843,0,2162,1458,3620
2008,2,Dinamarca,115,1515,1400,595,3625,3121,6746
2008,2,Finlandia,213,855,468,35,1571,2229,3800
2008,2,Suiza,160,466,66,5,697,86,783
2008,2,Austria,236,644,142,0,1022,387,1409
2008,2,Rusia,112,954,424,25,1515,1735,3250
2008,2,Países del Este,279,1176,321,0,1776,1697,3473
2008,2,Resto de Europa,767,862,1625,0,3254,1663,4917
2008,2,Estados Unidos,48,81,0,1,130,100,230
2008,2,Resto de América,22,45,11,4,82,50,132
2008,2,Resto del Mundo,354,44,3,4,405,359,764
2008,3,España,2768,13748,4470,46,21032,6099,27131
2008,3,Holanda,499,2338,798,57,3692,2918,6610
2008,3,Bélgica,1129,4099,383,10,5621,1198,6819
2008,3,Alemania,4050,15317,5608,26,25001,5268,30269
2008,3,Francia,260,1634,388,17,2299,2024,4323
2008,3,Gran Bretaña,5572,20896,6542,1175,34185,30170,64355
2008,3,Irlanda,384,556,48,0,988,2009,2997
2008,3,Italia,151,1796,399,12,2358,701,3059
2008,3,Suecia,109,3688,683,1,4481,1978,6459
2008,3,Noruega,124,1517,1042,1,2684,1525,4209
2008,3,Dinamarca,94,1935,1778,732,4539,3656,8195
2008,3,Finlandia,166,881,509,4,1560,2287,3847
2008,3,Suiza,172,407,91,0,670,116,786
2008,3,Austria,265,614,115,4,998,221,1219
2008,3,Rusia,130,1089,410,4,1633,1833,3466
2008,3,Países del Este,176,1174,274,0,1624,1898,3522
2008,3,Resto de Europa,706,1287,1314,8,3315,1173,4488
2008,3,Estados Unidos,58,121,41,21,241,176,417
2008,3,Resto de América,31,56,7,1,95,35,130
2008,3,Resto del Mundo,549,87,22,0,658,488,1146
2008,4,España,3486,10988,6988,68,21530,3186,24716
2008,4,Holanda,612,3623,816,14,5065,3184,8249
2008,4,Bélgica,926,2897,250,7,4080,351,4431
2008,4,Alemania,2912,14200,4625,23,21760,3682,25442
2008,4,Francia,442,1637,582,47,2708,2473,5181
2008,4,Gran Bretaña,5328,19090,5324,953,30695,27485,58180
2008,4,Irlanda,279,293,29,7,608,1634,2242
2008,4,Italia,180,1464,318,6,1968,571,2539
2008,4,Suecia,63,1332,425,0,1820,755,2575
2008,4,Noruega,62,408,99,8,577,423,1000
2008,4,Dinamarca,36,825,337,487,1685,1026,2711
2008,4,Finlandia,43,318,104,10,475,619,1094
2008,4,Suiza,243,477,104,0,824,123,947
2008,4,Austria,227,467,110,0,804,220,1024
2008,4,Rusia,384,1653,326,21,2384,2188,4572
2008,4,Países del Este,198,1332,348,0,1878,2121,3999
2008,4,Resto de Europa,394,1515,782,0,2691,921,3612
2008,4,Estados Unidos,71,95,16,8,190,166,356
2008,4,Resto de América,19,60,22,3,104,41,145
2008,4,Resto del Mundo,462,226,10,14,712,295,1007
2008,5,España,4938,17722,7227,85,29972,7848,37820
2008,5,Holanda,561,2664,571,8,3804,1855,5659
2008,5,Bélgica,720,1873,115,4,2712,339,3051
2008,5,Alemania,2942,11095,4346,8,18391,4544,22935
2008,5,Francia,304,1051,252,39,1646,1211,2857
2008,5,Gran Bretaña,4370,18700,5516,1361,29947,25175,55122
2008,5,Irlanda,428,691,121,0,1240,1356,2596
2008,5,Italia,122,1749,154,0,2025,328,2353
2008,5,Suecia,128,23,4,6,161,115,276
2008,5,Noruega,56,109,9,8,182,173,355
2008,5,Dinamarca,39,10,14,339,402,352,754
2008,5,Finlandia,160,3,59,0,222,30,252
2008,5,Suiza,302,483,170,5,960,102,1062
2008,5,Austria,399,586,66,0,1051,284,1335
2008,5,Rusia,655,1826,296,21,2798,2936,5734
2008,5,Países del Este,160,3900,323,16,4399,2322,6721
2008,5,Resto de Europa,1003,1672,335,7,3017,461,3478
2008,5,Estados Unidos,71,90,6,0,167,87,254
2008,5,Resto de América,55,112,25,2,194,92,286
2008,5,Resto del Mundo,244,210,9,1,464,141,605
2008,6,España,4085,20783,6991,46,31905,8228,40133
2008,6,Holanda,410,2107,566,12,3095,1361,4456
2008,6,Bélgica,396,2311,171,21,2899,721,3620
2008,6,Alemania,2065,11368,3803,0,17236,4147,21383
2008,6,Francia,216,1012,276,2,1506,824,2330
2008,6,Gran Bretaña,4167,16908,5106,954,27135,23248,50383
2008,6,Irlanda,317,839,43,12,1211,1883,3094
2008,6,Italia,979,1977,179,12,3147,671,3818
2008,6,Suecia,23,220,0,0,243,173,416
2008,6,Noruega,23,205,11,2,241,121,362
2008,6,Dinamarca,7,179,1,381,568,359,927
2008,6,Finlandia,5,5,1,0,11,13,24
2008,6,Suiza,139,460,135,2,736,155,891
2008,6,Austria,125,413,58,0,596,207,803
2008,6,Rusia,373,1356,258,57,2044,3068,5112
2008,6,Países del Este,105,980,383,10,1478,1064,2542
2008,6,Resto de Europa,1070,2426,484,0,3980,940,4920
2008,6,Estados Unidos,98,71,3,0,172,67,239
2008,6,Resto de América,61,52,18,4,135,57,192
2008,6,Resto del Mundo,105,238,53,7,403,315,718
2008,7,España,6261,21386,4500,154,32301,13402,45703
2008,7,Holanda,471,2926,1216,18,4631,2909,7540
2008,7,Bélgica,686,2795,132,28,3641,768,4409
2008,7,Alemania,1223,10154,4198,10,15585,4000,19585
2008,7,Francia,167,1250,294,1,1712,2093,3805
2008,7,Gran Bretaña,3960,18676,5085,892,28613,25594,54207
2008,7,Irlanda,277,819,107,0,1203,1551,2754
2008,7,Italia,160,1526,571,4,2261,950,3211
2008,7,Suecia,21,239,1,2,263,241,504
2008,7,Noruega,14,373,0,8,395,213,608
2008,7,Dinamarca,9,486,29,461,985,399,1384
2008,7,Finlandia,0,1,4,2,7,31,38
2008,7,Suiza,138,497,321,4,960,294,1254
2008,7,Austria,182,465,105,0,752,432,1184
2008,7,Rusia,767,1229,235,25,2256,2749,5005
2008,7,Países del Este,695,1208,531,33,2467,1277,3744
2008,7,Resto de Europa,337,2894,753,6,3990,1321,5311
2008,7,Estados Unidos,67,71,1,0,139,123,262
2008,7,Resto de América,65,65,25,8,163,37,200
2008,7,Resto del Mundo,70,291,31,0,392,173,565
2008,8,España,5875,28783,7299,240,42197,21479,63676
2008,8,Holanda,256,2037,711,14,3018,2616,5634
2008,8,Bélgica,568,3138,353,12,4071,1050,5121
2008,8,Alemania,1456,10336,4394,14,16200,4529,20729
2008,8,Francia,383,1544,617,23,2567,3472,6039
2008,8,Gran Bretaña,2412,18595,5407,1284,27698,28977,56675
2008,8,Irlanda,145,786,89,8,1028,2080,3108
2008,8,Italia,286,2494,1512,32,4324,2516,6840
2008,8,Suecia,10,286,1,2,299,79,378
2008,8,Noruega,2,233,0,8,243,84,327
2008,8,Dinamarca,13,289,4,401,707,280,987
2008,8,Finlandia,2,1,0,10,13,25,38
2008,8,Suiza,127,470,153,6,756,190,946
2008,8,Austria,125,491,61,0,677,260,937
2008,8,Rusia,1120,1571,381,45,3117,2360,5477
2008,8,Países del Este,475,1577,506,29,2587,1053,3640
2008,8,Resto de Europa,763,3166,793,10,4732,1416,6148
2008,8,Estados Unidos,75,51,20,0,146,154,300
2008,8,Resto de América,33,71,38,6,148,117,265
2008,8,Resto del Mundo,184,378,26,23,611,122,733
2008,9,España,3883,17726,3526,113,25248,12070,37318
2008,9,Holanda,345,2067,572,4,2988,1811,4799
2008,9,Bélgica,595,2393,176,25,3189,425,3614
2008,9,Alemania,1894,10513,3512,12,15931,3249,19180
2008,9,Francia,428,655,130,13,1226,1216,2442
2008,9,Gran Bretaña,2764,17781,4315,966,25826,20678,46504
2008,9,Irlanda,242,887,89,8,1226,2047,3273
2008,9,Italia,128,1301,315,11,1755,627,2382
2008,9,Suecia,18,390,0,0,408,249,657
2008,9,Noruega,35,495,4,5,539,128,667
2008,9,Dinamarca,14,299,6,494,813,299,1112
2008,9,Finlandia,3,1,1,11,16,13,29
2008,9,Suiza,237,531,158,16,942,92,1034
2008,9,Austria,151,397,29,0,577,135,712
2008,9,Rusia,646,996,277,18,1937,2114,4051
2008,9,Países del Este,413,973,598,25,2009,2532,4541
2008,9,Resto de Europa,379,2268,550,0,3197,1254,4451
2008,9,Estados Unidos,50,37,1,0,88,88,176
2008,9,Resto de América,21,58,11,14,104,52,156
2008,9,Resto del Mundo,31,132,9,1,173,169,342
2008,10,España,2169,9701,4811,119,16800,7905,24705
2008,10,Holanda,477,3472,965,18,4932,3133,8065
2008,10,Bélgica,812,3490,217,8,4527,412,4939
2008,10,Alemania,2039,11135,4487,40,17701,4004,21705
2008,10,Francia,172,1204,321,26,1723,1963,3686
2008,10,Gran Bretaña,3413,21371,5913,1321,32018,28524,60542
2008,10,Irlanda,246,594,85,0,925,2514,3439
2008,10,Italia,66,1720,120,6,1912,344,2256
2008,10,Suecia,76,2199,645,0,2920,787,3707
2008,10,Noruega,55,815,719,13,1602,1083,2685
2008,10,Dinamarca,56,1344,207,408,2015,1399,3414
2008,10,Finlandia,73,839,251,54,1217,835,2052
2008,10,Suiza,202,633,137,33,1005,205,1210
2008,10,Austria,170,425,82,0,677,100,777
2008,10,Rusia,3562,3041,379,25,7007,2821,9828
2008,10,Países del Este,247,1054,262,12,1575,1422,2997
2008,10,Resto de Europa,129,1503,580,0,2212,1169,3381
2008,10,Estados Unidos,92,65,5,0,162,198,360
2008,10,Resto de América,11,107,40,4,162,61,223
2008,10,Resto del Mundo,139,253,11,3,406,66,472
2008,11,España,1703,8420,5224,23,15370,7752,23122
2008,11,Holanda,374,2111,635,28,3148,1842,4990
2008,11,Bélgica,895,3274,322,10,4501,543,5044
2008,11,Alemania,3212,13408,4184,52,20856,3862,24718
2008,11,Francia,238,721,321,31,1311,1666,2977
2008,11,Gran Bretaña,3360,17063,3748,929,25100,23674,48774
2008,11,Irlanda,198,342,58,0,598,1978,2576
2008,11,Italia,75,1854,79,3,2011,567,2578
2008,11,Suecia,121,3537,927,10,4595,1730,6325
2008,11,Noruega,131,1678,1203,4,3016,1889,4905
2008,11,Dinamarca,58,1817,503,740,3118,3601,6719
2008,11,Finlandia,124,794,478,18,1414,1168,2582
2008,11,Suiza,295,542,118,4,959,257,1216
2008,11,Austria,221,664,59,0,944,272,1216
2008,11,Rusia,354,1331,324,4,2013,1945,3958
2008,11,Países del Este,223,1179,191,10,1603,1621,3224
2008,11,Resto de Europa,234,1188,984,0,2406,978,3384
2008,11,Estados Unidos,58,76,16,1,151,170,321
2008,11,Resto de América,28,64,14,0,106,51,157
2008,11,Resto del Mundo,109,141,5,4,259,47,306
2008,12,España,1683,8558,5246,44,15531,6442,21973
2008,12,Holanda,260,2190,486,49,2985,2234,5219
2008,12,Bélgica,692,3650,303,12,4657,1104,5761
2008,12,Alemania,2471,9542,3372,53,15438,3437,18875
2008,12,Francia,215,708,289,27,1239,1466,2705
2008,12,Gran Bretaña,3740,17474,4359,1085,26658,25791,52449
2008,12,Irlanda,238,337,45,6,626,1541,2167
2008,12,Italia,213,2262,238,12,2725,736,3461
2008,12,Suecia,73,2916,650,4,3643,1715,5358
2008,12,Noruega,62,983,760,1,1806,1065,2871
2008,12,Dinamarca,14,1612,645,607,2878,2305,5183
2008,12,Finlandia,170,921,454,12,1557,1980,3537
2008,12,Suiza,144,390,78,2,614,232,846
2008,12,Austria,182,463,24,0,669,252,921
2008,12,Rusia,376,1105,293,8,1782,1573,3355
2008,12,Países del Este,149,1142,270,0,1561,1451,3012
2008,12,Resto de Europa,231,1069,928,4,2232,882,3114
2008,12,Estados Unidos,68,70,37,1,176,151,327
2008,12,Resto de América,24,44,32,2,102,88,190
2008,12,Resto del Mundo,132,178,20,8,338,170,508
2008,13,España,40644,176137,59762,1011,277554,99816,377370
2008,13,Holanda,5184,30364,9247,355,45150,29379,74529
2008,13,Bélgica,9077,36908,3750,164,49899,8441,58340
2008,13,Alemania,29573,139393,50936,275,220177,49099,269276
2008,13,Francia,3440,15202,4462,332,23436,22634,46070
2008,13,Gran Bretaña,49327,224523,65786,13233,352869,318391,671260
2008,13,Irlanda,3448,7243,795,41,11527,21570,33097
2008,13,Italia,2790,22568,5161,123,30642,10133,40775
2008,13,Suecia,918,20277,4263,35,25493,11225,36718
2008,13,Noruega,836,8933,5472,59,15300,9587,24887
2008,13,Dinamarca,550,11614,6329,6173,24666,19704,44370
2008,13,Finlandia,1127,5699,2771,160,9757,10793,20550
2008,13,Suiza,2287,5603,1650,98,9638,1935,11573
2008,13,Austria,2532,6214,993,4,9743,3073,12816
2008,13,Rusia,9054,17152,4295,300,30801,27879,58680
2008,13,Países del Este,3479,16821,4428,149,24877,19966,44843
2008,13,Resto de Europa,6536,20884,10674,35,38129,14111,52240
2008,13,Estados Unidos,812,866,149,32,1859,1575,3434
2008,13,Resto de América,419,792,263,60,1534,746,2280
2008,13,Resto del Mundo,2585,2226,208,65,5084,2608,7692
2009,1,España,1386,6879,4891,26,13182,3835,17017
2009,1,Holanda,371,1907,619,6,2903,1668,4571
2009,1,Bélgica,737,3854,454,8,5053,1157,6210
2009,1,Alemania,2514,10640,2936,16,16106,3627,19733
2009,1,Francia,278,1248,181,23,1730,1911,3641
2009,1,Gran Bretaña,2468,15383,3481,629,21961,21958,43919
2009,1,Irlanda,366,666,66,0,1098,2788,3886
2009,1,Italia,238,3224,286,6,3754,1153,4907
2009,1,Suecia,100,2902,500,2,3504,2635,6139
2009,1,Noruega,129,672,737,8,1546,1534,3080
2009,1,Dinamarca,77,1463,1084,510,3134,2898,6032
2009,1,Finlandia,127,995,400,4,1526,1677,3203
2009,1,Suiza,190,338,89,3,620,228,848
2009,1,Austria,264,606,128,4,1002,383,1385
2009,1,Rusia,525,1124,179,30,1858,2016,3874
2009,1,Países del Este,120,1139,203,7,1469,2556,4025
2009,1,Resto de Europa,123,946,756,0,1825,803,2628
2009,1,Estados Unidos,28,42,24,0,94,93,187
2009,1,Resto de América,18,139,17,0,174,89,263
2009,1,Resto del Mundo,575,120,8,0,703,93,796
2009,1,TOTAL,10634,54287,17039,1282,83242,53102,136344
2009,2,España,1311,5840,4697,6,11854,3414,15268
2009,2,Holanda,498,2432,642,28,3600,2203,5803
2009,2,Bélgica,727,3161,232,4,4124,614,4738
2009,2,Alemania,2409,9961,2846,22,15238,2502,17740
2009,2,Francia,332,1665,396,14,2407,2164,4571
2009,2,Gran Bretaña,4792,16644,3932,546,25914,21497,47411
2009,2,Irlanda,345,500,92,0,937,2871,3808
2009,2,Italia,245,2669,181,4,3099,903,4002
2009,2,Suecia,107,2517,524,4,3152,2624,5776
2009,2,Noruega,175,1111,765,3,2054,1751,3805
2009,2,Dinamarca,97,1442,835,571,2945,3267,6212
2009,2,Finlandia,118,1357,405,7,1887,1426,3313
2009,2,Suiza,188,534,71,2,795,191,986
2009,2,Austria,186,543,51,0,780,291,1071
2009,2,Rusia,150,513,270,3,936,928,1864
2009,2,Países del Este,101,996,216,26,1339,2259,3598
2009,2,Resto de Europa,199,925,813,2,1939,922,2861
2009,2,Estados Unidos,111,38,26,0,175,70,245
2009,2,Resto de América,27,138,2,0,167,52,219
2009,2,Resto del Mundo,247,177,15,0,439,62,501
2009,2,TOTAL,12365,53163,17011,1242,83781,50011,133792
2009,3,España,1442,5889,5351,7,12689,2817,15506
2009,3,Holanda,357,1815,650,43,2865,2113,4978
2009,3,Bélgica,831,2824,233,4,3892,595,4487
2009,3,Alemania,2456,10278,2975,34,15743,3196,18939
2009,3,Francia,274,1368,338,40,2020,1835,3855
2009,3,Gran Bretaña,3500,17148,4572,600,25820,21414,47234
2009,3,Irlanda,383,324,80,0,787,2808,3595
2009,3,Italia,197,2430,102,5,2734,547,3281
2009,3,Suecia,174,2936,440,17,3567,2888,6455
2009,3,Noruega,187,1408,733,0,2328,1864,4192
2009,3,Dinamarca,76,1633,1072,970,3751,2649,6400
2009,3,Finlandia,165,1153,554,0,1872,1759,3631
2009,3,Suiza,201,488,79,0,768,293,1061
2009,3,Austria,82,346,16,0,444,293,737
2009,3,Rusia,549,669,250,27,1495,1315,2810
2009,3,Países del Este,88,1362,221,8,1679,2398,4077
2009,3,Resto de Europa,127,969,740,1,1837,938,2775
2009,3,Estados Unidos,43,88,9,0,140,80,220
2009,3,Resto de América,19,61,12,0,92,69,161
2009,3,Resto del Mundo,434,154,16,4,608,69,677
2009,3,TOTAL,11585,53343,18443,1760,85131,49940,135071
2009,4,España,2084,12828,5214,102,20228,8576,28804
2009,4,Holanda,581,3063,735,47,4426,1845,6271
2009,4,Bélgica,1190,4710,248,8,6156,657,6813
2009,4,Alemania,2783,10479,4211,9,17482,2905,20387
2009,4,Francia,270,2372,609,35,3286,2130,5416
2009,4,Gran Bretaña,3905,16590,2427,726,23648,23544,47192
2009,4,Irlanda,333,444,77,3,857,2200,3057
2009,4,Italia,192,1705,207,20,2124,690,2814
2009,4,Suecia,98,1525,353,59,2035,1302,3337
2009,4,Noruega,90,568,247,4,909,477,1386
2009,4,Dinamarca,31,924,224,319,1498,811,2309
2009,4,Finlandia,86,501,273,0,860,726,1586
2009,4,Suiza,205,541,100,3,849,212,1061
2009,4,Austria,271,539,32,2,844,249,1093
2009,4,Rusia,343,831,298,20,1492,1472,2964
2009,4,Países del Este,166,1025,330,0,1521,2308,3829
2009,4,Resto de Europa,181,1009,635,0,1825,1331,3156
2009,4,Estados Unidos,79,120,11,0,210,212,422
2009,4,Resto de América,8,445,19,0,472,114,586
2009,4,Resto del Mundo,204,184,33,1,422,122,544
2009,4,TOTAL,13100,60403,16283,1358,91144,51883,143027
2009,5,España,2927,19380,6669,150,29126,6344,35470
2009,5,Holanda,387,2197,199,35,2818,1222,4040
2009,5,Bélgica,687,2325,74,12,3098,327,3425
2009,5,Alemania,1800,8563,3297,21,13681,1530,15211
2009,5,Francia,280,1141,282,10,1713,766,2479
2009,5,Gran Bretaña,3152,17964,1781,707,23604,20541,44145
2009,5,Irlanda,348,584,54,0,986,1874,2860
2009,5,Italia,130,1340,76,5,1551,489,2040
2009,5,Suecia,5,22,5,65,97,708,805
2009,5,Noruega,4,16,13,3,36,29,65
2009,5,Dinamarca,147,350,43,185,725,116,841
2009,5,Finlandia,3,112,6,0,121,37,158
2009,5,Suiza,166,466,105,2,739,178,917
2009,5,Austria,194,301,69,0,564,89,653
2009,5,Rusia,910,934,273,38,2155,2336,4491
2009,5,Países del Este,124,772,328,28,1252,2071,3323
2009,5,Resto de Europa,164,1060,151,25,1400,605,2005
2009,5,Estados Unidos,73,36,7,0,116,120,236
2009,5,Resto de América,29,87,13,0,129,75,204
2009,5,Resto del Mundo,293,117,12,2,424,93,517
2009,5,TOTAL,11823,57767,13457,1288,84335,39550,123885
2009,6,España,2861,16976,6060,95,25992,7149,33141
2009,6,Holanda,230,1635,194,8,2067,1037,3104
2009,6,Bélgica,505,2439,102,16,3062,274,3336
2009,6,Alemania,1572,9379,3619,17,14587,1186,15773
2009,6,Francia,164,823,186,5,1178,660,1838
2009,6,Gran Bretaña,2369,13741,1777,529,18416,22349,40765
2009,6,Irlanda,156,454,73,0,683,1542,2225
2009,6,Italia,159,1607,84,0,1850,666,2516
2009,6,Suecia,13,327,1,13,354,692,1046
2009,6,Noruega,2,229,3,13,247,162,409
2009,6,Dinamarca,8,529,7,332,876,112,988
2009,6,Finlandia,2,8,4,0,14,43,57
2009,6,Suiza,179,598,75,4,856,207,1063
2009,6,Austria,137,261,23,2,423,58,481
2009,6,Rusia,544,913,210,45,1712,1908,3620
2009,6,Países del Este,1098,1622,628,41,3389,2410,5799
2009,6,Resto de Europa,322,2532,706,3,3563,793,4356
2009,6,Estados Unidos,39,87,3,0,129,144,273
2009,6,Resto de América,22,77,23,3,125,54,179
2009,6,Resto del Mundo,250,60,9,0,319,99,418
2009,6,TOTAL,10632,54297,13787,1126,79842,41545,121387
2009,7,España,4581,24526,3642,498,33247,14574,47821
2009,7,Holanda,477,2337,1250,19,4083,2856,6939
2009,7,Bélgica,637,4126,103,12,4878,796,5674
2009,7,Alemania,1299,8382,5593,28,15302,2397,17699
2009,7,Francia,245,944,282,17,1488,1498,2986
2009,7,Gran Bretaña,2985,18642,1958,598,24183,21292,45475
2009,7,Irlanda,122,504,73,1,700,1573,2273
2009,7,Italia,120,1632,214,17,1983,948,2931
2009,7,Suecia,15,264,5,23,307,934,1241
2009,7,Noruega,6,341,11,10,368,368,736
2009,7,Dinamarca,16,372,78,282,748,167,915
2009,7,Finlandia,4,33,0,0,37,165,202
2009,7,Suiza,273,604,246,14,1137,316,1453
2009,7,Austria,133,425,46,0,604,211,815
2009,7,Rusia,750,899,407,26,2082,2119,4201
2009,7,Países del Este,324,1082,637,42,2085,2946,5031
2009,7,Resto de Europa,343,2718,876,14,3951,904,4855
2009,7,Estados Unidos,69,96,0,0,165,75,240
2009,7,Resto de América,35,156,32,3,226,114,340
2009,7,Resto del Mundo,192,137,11,9,349,156,505
2009,7,TOTAL,12626,68220,15464,1613,97923,54409,152332
