año,mes,nación,5 estrellas,4 estrellas,3 estrellas,1 y 2 estrellas,hoteles,extrahoteleros,total
2010,11,Suiza,395,612,72,0,1079,410,1489
2010,11,Austria,245,784,108,0,1137,492,1629
2010,11,Rusia,466,974,195,45,1680,2925,4605
2010,11,Países del Este,209,1770,198,0,2177,1445,3622
2010,11,Resto de Europa,204,1150,658,0,2012,1458,3470
2010,11,Estados Unidos,78,96,9,0,183,49,232
2010,11,Resto de América,35,41,16,0,92,51,143
2010,11,Resto del Mundo,76,338,67,0,481,40,521
2010,11,TOTAL,12258,61316,13061,575,87210,50730,137940
2010,12,España,1967,11023,5461,19,18470,4405,22875
2010,12,Holanda,357,2026,484,14,2881,2339,5220
2010,12,Bélgica,841,3429,208,19,4497,990,5487
2010,12,Alemania,2483,11608,2581,9,16681,3405,20086
2010,12,Francia,342,1330,650,19,2341,1524,3865
2010,12,Gran Bretaña,4699,16755,2289,900,24643,25387,50030
2010,12,Irlanda,156,516,72,2,746,780,1526
2010,12,Italia,246,2119,235,17,2617,966,3583
2010,12,Suecia,198,3114,332,13,3657,1989,5646
2010,12,Noruega,106,1162,212,8,1488,1214,2702
2010,12,Dinamarca,41,1200,192,3,1436,1431,2867
2010,12,Finlandia,286,1815,474,8,2583,1609,4192
2010,12,Suiza,148,417,38,3,606,184,790
2010,12,Austria,207,533,48,0,788,207,995
2010,12,Rusia,627,717,107,98,1549,2487,4036
2010,12,Países del Este,216,1372,86,2,1676,1329,3005
2010,12,Resto de Europa,324,1135,590,0,2049,1435,3484
2010,12,Estados Unidos,81,92,11,0,184,60,244
2010,12,Resto de América,34,77,12,0,123,54,177
2010,12,Resto del Mundo,219,648,71,2,940,134,1074
2010,12,TOTAL,13578,61088,14153,1136,89955,51929,141884
2010,13,España,34845,181725,55888,2429,274882,100226,375108
2010,13,Holanda,4709,27505,6421,296,38923,20127,59050
2010,13,Bélgica,11034,40984,2453,117,54587,9919,64506
2010,13,Alemania,28581,127310,39852,174,195918,37661,233579
2010,13,Francia,2891,16847,4077,367,24167,17457,41624
2010,13,Gran Bretaña,51894,228173,28720,5787,314899,254040,568939
2010,13,Irlanda,2948,6774,933,37,10690,14007,24697
2010,13,Italia,2217,23344,2225,132,27933,12401,40334
2010,13,Suecia,1137,18437,3374,409,23366,18171,41537
2010,13,Noruega,887,8382,2610,1034,12917,9239,22156
2010,13,Dinamarca,472,11416,2918,2357,17160,10851,28011
2010,13,Finlandia,1266,10271,3451,49,15045,9856,24901
2010,13,Suiza,2848,6205,1088,18,10156,3079,13235
2010,13,Austria,1954,7090,808,11,9863,3718,13581
2010,13,Rusia,6798,10906,2588,884,21183,30469,51652
2010,13,Países del Este,2535,17263,3615,56,23471,22038,45509
2010,13,Resto de Europa,3189,22719,7354,39,33301,11917,45218
2010,13,Estados Unidos,967,978,89,4,2038,1010,3048
2010,13,Resto de América,446,1197,274,34,1951,851,2802
2010,13,Resto del Mundo,2459,6951,914,228,10550,1406,11956
2010,13,TOTAL,164077,774477,169652,14462,1123000,588443,1711443
2011,1,España,899,7097,4715,10,12721,2639,15360
2011,1,Holanda,342,2145,645,2,3134,1543,4677
2011,1,Bélgica,1255,4032,399,8,5694,1099,6793
2011,1,Alemania,2350,12688,2629,13,17680,3142,20822
2011,1,Francia,465,2066,377,4,2912,1896,4808
2011,1,Gran Bretaña,4835,15306,1837,761,22739,16386,39125
2011,1,Irlanda,289,512,138,2,941,942,1883
2011,1,Italia,277,4014,378,3,4672,1473,6145
2011,1,Suecia,170,4393,693,14,5270,2764,8034
2011,1,Noruega,111,1375,384,4,1874,1587,3461
2011,1,Dinamarca,66,1912,761,2,2741,1536,4277
2011,1,Finlandia,198,1800,713,5,2716,2890,5606
2011,1,Suiza,208,417,77,0,702,366,1068
2011,1,Austria,251,680,77,0,1008,471,1479
2011,1,Rusia,539,1263,180,108,2090,2457,4547
2011,1,Países del Este,153,1535,194,2,1884,1757,3641
2011,1,Resto de Europa,110,1336,310,0,1756,443,2199
2011,1,Estados Unidos,139,69,7,4,219,65,284
2011,1,Resto de América,54,64,9,2,129,42,171
2011,1,Resto del Mundo,95,312,65,0,472,76,548
2011,1,TOTAL,12806,63016,14588,944,91354,43574,134928
2011,2,España,1399,6619,4395,2,12415,2086,14501
2011,2,Holanda,415,3206,750,15,4386,2995,7381
2011,2,Bélgica,1124,4028,214,12,5378,812,6190
2011,2,Alemania,2444,10206,3065,16,15731,3412,19143
2011,2,Francia,594,3872,752,25,5243,2268,7511
2011,2,Gran Bretaña,5491,16849,1887,717,24944,23059,48003
2011,2,Irlanda,352,640,40,0,1032,920,1952
2011,2,Italia,228,4182,224,7,4641,1284,5925
2011,2,Suecia,208,4151,612,6,4977,2505,7482
2011,2,Noruega,172,1782,658,5,2617,1324,3941
2011,2,Dinamarca,108,2245,785,3,3141,1961,5102
2011,2,Finlandia,256,2507,724,8,3495,2483,5978
2011,2,Suiza,231,567,65,3,866,237,1103
2011,2,Austria,271,861,99,0,1231,220,1451
2011,2,Rusia,183,465,174,48,870,1413,2283
2011,2,Países del Este,150,1507,150,10,1817,990,2807
2011,2,Resto de Europa,307,1835,586,7,2735,979,3714
2011,2,Estados Unidos,114,133,8,0,255,68,323
2011,2,Resto de América,28,72,8,0,108,57,165
2011,2,Resto del Mundo,44,402,9,1,456,133,589
2011,2,TOTAL,14119,66129,15205,885,96338,49206,145544
2011,3,España,1653,6944,5170,2,13769,3156,16925
2011,3,Holanda,584,3339,1106,2,5031,2875,7906
2011,3,Bélgica,1333,4547,224,7,6111,677,6788
2011,3,Alemania,3260,11323,2997,7,17587,3575,21162
2011,3,Francia,330,3336,769,0,4435,2158,6593
2011,3,Gran Bretaña,5163,20730,2050,867,28810,24341,53151
2011,3,Irlanda,269,416,31,0,716,1084,1800
2011,3,Italia,312,3407,311,5,4035,757,4792
2011,3,Suecia,265,4616,799,7,5687,3375,9062
2011,3,Noruega,210,1941,641,2,2794,1509,4303
2011,3,Dinamarca,182,2211,853,7,3253,2242,5495
2011,3,Finlandia,501,2541,828,8,3878,2131,6009
2011,3,Suiza,294,724,95,0,1113,216,1329
2011,3,Austria,206,701,53,0,960,135,1095
2011,3,Rusia,499,1081,187,111,1878,2411,4289
2011,3,Países del Este,195,2089,100,10,2394,1700,4094
2011,3,Resto de Europa,280,1696,693,0,2669,1400,4069
2011,3,Estados Unidos,207,100,9,2,318,147,465
2011,3,Resto de América,67,41,85,2,195,76,271
2011,3,Resto del Mundo,209,293,10,2,514,141,655
2011,3,TOTAL,16019,72076,17011,1041,106147,54106,160253
2011,4,España,2169,14210,5799,34,22212,7973,30185
2011,4,Holanda,488,3198,728,22,4436,2151,6587
2011,4,Bélgica,1411,4835,153,0,6399,784,7183
2011,4,Alemania,2966,12170,3531,8,18675,3854,22529
2011,4,Francia,591,4535,986,7,6119,2520,8639
2011,4,Gran Bretaña,6457,20663,2291,950,30361,26422,56783
2011,4,Irlanda,220,465,85,0,770,1001,1771
2011,4,Italia,408,3662,223,6,4299,685,4984
2011,4,Suecia,195,3031,416,2,3644,1239,4883
2011,4,Noruega,123,1251,272,6,1652,765,2417
2011,4,Dinamarca,65,1756,596,7,2424,1393,3817
2011,4,Finlandia,159,807,227,12,1205,1079,2284
2011,4,Suiza,419,907,180,0,1506,303,1809
2011,4,Austria,285,796,63,0,1144,292,1436
2011,4,Rusia,660,1859,212,139,2870,2377,5247
2011,4,Países del Este,245,3805,280,2,4332,2398,6730
2011,4,Resto de Europa,474,1865,541,5,2885,789,3674
2011,4,Estados Unidos,157,194,5,12,368,178,546
2011,4,Resto de América,50,98,30,2,180,82,262
2011,4,Resto del Mundo,149,463,94,0,706,143,849
2011,4,TOTAL,17691,80570,16712,1214,116187,56428,172615
2011,5,España,2070,14317,5934,17,22338,7020,29358
2011,5,Holanda,447,2364,601,0,3412,1180,4592
2011,5,Bélgica,761,2662,89,6,3518,410,3928
2011,5,Alemania,2190,9529,3463,16,15198,1718,16916
2011,5,Francia,384,2229,422,8,3043,805,3848
2011,5,Gran Bretaña,5147,21000,2145,702,28994,20032,49026
2011,5,Irlanda,162,568,89,0,819,1299,2118
2011,5,Italia,254,2645,159,8,3066,470,3536
2011,5,Suecia,23,128,14,5,170,57,227
2011,5,Noruega,26,61,54,2,143,309,452
2011,5,Dinamarca,8,509,10,2,529,258,787
2011,5,Finlandia,4,109,0,0,113,20,133
2011,5,Suiza,402,674,321,0,1397,262,1659
2011,5,Austria,237,521,47,0,805,150,955
2011,5,Rusia,471,1577,151,43,2242,2465,4707
2011,5,Países del Este,334,1074,188,8,1604,1888,3492
2011,5,Resto de Europa,306,1063,352,0,1721,474,2195
2011,5,Estados Unidos,91,91,5,2,189,104,293
2011,5,Resto de América,26,112,16,0,154,60,214
2011,5,Resto del Mundo,126,767,53,0,946,93,1039
2011,5,TOTAL,13469,62000,14113,819,90401,39074,129475
2011,6,España,1852,5382,2987,187,10408,9308,19716
2011,6,Holanda,127,1299,206,23,1655,2219,3874
2011,6,Bélgica,293,3019,176,11,3499,588,4087
2011,6,Alemania,383,2186,1839,80,4488,1608,6096
2011,6,Francia,244,601,199,367,1411,1890,3301
2011,6,Gran Bretaña,1698,11909,6931,156,20694,38492,59186
2011,6,Irlanda,221,659,591,7,1478,2777,4255
2011,6,Italia,170,1034,614,39,1857,858,2715
2011,6,Suecia,12,34,37,2,85,177,262
2011,6,Noruega,170,23,89,0,282,319,601
2011,6,Dinamarca,52,96,107,2,257,621,878
2011,6,Finlandia,0,12,10,0,22,49,71
2011,6,Suiza,52,312,48,4,416,255,671
2011,6,Austria,39,293,55,0,387,202,589
2011,6,Rusia,817,791,193,0,1801,996,2797
2011,6,Países del Este,127,467,338,122,1054,617,1671
2011,6,Resto de Europa,293,771,466,3,1533,1039,2572
2011,6,Estados Unidos,45,53,34,4,136,189,325
2011,6,Resto de América,36,37,35,29,137,232,369
2011,6,Resto del Mundo,225,1805,14,15,2059,450,2509
2011,6,TOTAL,6856,30783,14969,1051,53659,62886,116545
2011,7,España,4551,23825,3571,540,32487,15642,48129
2011,7,Holanda,353,3050,1437,17,4857,2117,6974
2011,7,Bélgica,1005,5041,267,15,6328,866,7194
2011,7,Alemania,1419,9668,5033,27,16147,4015,20162
2011,7,Francia,388,2007,524,48,2967,1387,4354
2011,7,Gran Bretaña,5233,21510,4207,794,31744,27500,59244
2011,7,Irlanda,226,636,85,13,960,1581,2541
2011,7,Italia,85,2800,321,28,3234,1082,4316
2011,7,Suecia,36,241,66,6,349,136,485
2011,7,Noruega,20,286,35,37,378,216,594
2011,7,Dinamarca,53,503,42,230,828,261,1089
2011,7,Finlandia,0,2,4,0,6,6,12
2011,7,Suiza,360,1209,335,1,1905,437,2342
2011,7,Austria,181,905,98,2,1186,299,1485
2011,7,Rusia,984,2841,373,215,4413,2461,6874
2011,7,Países del Este,268,2652,465,53,3438,1994,5432
2011,7,Resto de Europa,358,2419,890,17,3684,1100,4784
2011,7,Estados Unidos,119,110,14,6,249,78,327
2011,7,Resto de América,49,133,45,21,248,114,362
2011,7,Resto del Mundo,187,1345,15,2,1549,216,1765
2011,7,TOTAL,15875,81183,17827,2072,116957,61508,178465
2011,8,España,5545,24332,3585,458,33920,15738,49658
2011,8,Holanda,371,2456,1511,13,4351,1191,5542
2011,8,Bélgica,611,4090,135,8,4844,606,5450
2011,8,Alemania,1720,9393,6026,25,17164,2924,20088
2011,8,Francia,439,1827,399,40,2705,1353,4058
2011,8,Gran Bretaña,4116,20364,5747,652,30879,24682,55561
2011,8,Irlanda,106,507,150,2,765,1353,2118
2011,8,Italia,316,2644,738,53,3751,2178,5929
2011,8,Suecia,4,480,2,10,496,11,507
2011,8,Noruega,3,358,0,109,470,214,684
2011,8,Dinamarca,28,393,17,258,696,233,929
2011,8,Finlandia,0,4,0,0,4,2,6
2011,8,Suiza,285,878,166,4,1333,173,1506
2011,8,Austria,164,662,17,4,847,127,974
2011,8,Rusia,1001,2292,301,137,3731,1586,5317
2011,8,Países del Este,397,1519,270,31,2217,1729,3946
2011,8,Resto de Europa,235,2706,601,14,3556,1111,4667
2011,8,Estados Unidos,94,66,2,0,162,78,240
2011,8,Resto de América,26,96,68,10,200,127,327
2011,8,Resto del Mundo,166,1154,2,7,1329,127,1456
2011,8,TOTAL,15627,76221,19737,1835,113420,55543,168963
2011,9,España,3211,16031,2063,263,21568,10813,32381
2011,9,Holanda,499,2228,659,22,3408,1292,4700
2011,9,Bélgica,865,3766,102,14,4747,655,5402
2011,9,Alemania,2518,10889,5007,28,18442,2209,20651
2011,9,Francia,184,1009,186,28,1407,1264,2671
2011,9,Gran Bretaña,4419,23495,5736,825,34475,22794,57269
2011,9,Irlanda,258,529,117,2,906,949,1855
2011,9,Italia,129,2631,313,13,3086,895,3981
2011,9,Suecia,10,392,58,4,464,45,509
2011,9,Noruega,31,258,29,153,471,249,720
2011,9,Dinamarca,25,379,12,204,620,270,890
2011,9,Finlandia,6,157,0,2,165,43,208
2011,9,Suiza,372,694,286,1,1353,212,1565
2011,9,Austria,147,567,71,2,787,116,903
2011,9,Rusia,907,2036,317,133,3393,2123,5516
2011,9,Países del Este,387,2068,576,52,3083,2436,5519
2011,9,Resto de Europa,302,1936,1026,8,3272,1047,4319
2011,9,Estados Unidos,77,38,0,7,122,77,199
2011,9,Resto de América,42,76,29,11,158,116,274
2011,9,Resto del Mundo,355,1088,8,16,1467,165,1632
2011,9,TOTAL,14744,70267,16595,1788,103394,47770,151164
2011,10,España,1786,12818,1345,122,16071,7508,23579
2011,10,Holanda,634,3261,986,18,4899,2275,7174
2011,10,Bélgica,1138,4027,135,4,5304,541,5845
2011,10,Alemania,3435,13836,5292,8,22571,3015,25586
2011,10,Francia,326,1897,297,24,2544,1958,4502
2011,10,Gran Bretaña,6191,25992,4495,629,37307,24785,62092
2011,10,Irlanda,296,678,176,2,1152,1137,2289
2011,10,Italia,140,1572,204,14,1930,919,2849
2011,10,Suecia,137,2501,400,83,3121,1155,4276
2011,10,Noruega,196,1333,372,86,1987,1757,3744
2011,10,Dinamarca,93,1260,138,365,1856,763,2619
2011,10,Finlandia,165,1744,732,15,2656,1302,3958
2011,10,Suiza,680,1739,225,3,2647,583,3230
2011,10,Austria,263,744,58,0,1065,116,1181
2011,10,Rusia,637,1838,253,106,2834,2594,5428
2011,10,Países del Este,467,2397,548,55,3467,2748,6215
2011,10,Resto de Europa,303,1370,721,0,2394,1352,3746
2011,10,Estados Unidos,91,84,11,0,186,77,263
2011,10,Resto de América,62,86,39,5,192,54,246
2011,10,Resto del Mundo,324,436,6,4,770,326,1096
2011,10,TOTAL,17364,79613,16433,1543,114953,54965,169918
2011,11,España,896,6063,5221,31,12211,4048,16259
2011,11,Holanda,510,2376,639,27,3552,1706,5258
2011,11,Bélgica,1038,3798,293,16,5145,835,5980
2011,11,Alemania,3340,14382,2046,26,19794,3117,22911
2011,11,Francia,263,1101,364,38,1766,1502,3268
2011,11,Gran Bretaña,4522,19839,2507,608,27476,20983,48459
2011,11,Irlanda,234,603,59,0,896,820,1716
2011,11,Italia,136,1408,148,12,1704,594,2298
2011,11,Suecia,268,4229,823,27,5347,2287,7634
2011,11,Noruega,200,1843,475,27,2545,1732,4277
2011,11,Dinamarca,65,1423,177,571,2236,1781,4017
2011,11,Finlandia,472,2112,716,4,3304,1657,4961
2011,11,Suiza,432,866,74,5,1377,309,1686
2011,11,Austria,244,1085,92,0,1421,181,1602
2011,11,Rusia,501,1579,297,82,2459,2474,4933
2011,11,Países del Este,256,2093,333,9,2691,1845,4536
2011,11,Resto de Europa,259,1060,733,2,2054,1303,3357
2011,11,Estados Unidos,52,112,12,0,176,62,238
2011,11,Resto de América,25,116,9,2,152,40,192
2011,11,Resto del Mundo,134,360,45,0,539,258,797
2011,11,TOTAL,13847,66448,15063,1487,96845,47534,144379
2011,12,España,2265,9133,5919,31,17348,5240,22588
2011,12,Holanda,322,2118,607,17,3064,1761,4825
2011,12,Bélgica,1039,3823,248,16,5126,941,6067
2011,12,Alemania,2598,10866,1701,20,15185,3164,18349
2011,12,Francia,369,1703,509,31,2612,2052,4664
2011,12,Gran Bretaña,4926,19427,2700,880,27933,24479,52412
2011,12,Irlanda,203,532,54,0,789,795,1584
2011,12,Italia,123,1637,290,14,2064,1360,3424
2011,12,Suecia,349,3986,581,22,4938,2138,7076
2011,12,Noruega,135,1407,317,52,1911,1230,3141
2011,12,Dinamarca,50,1238,514,553,2355,1772,4127
2011,12,Finlandia,418,2033,495,14,2960,1951,4911
2011,12,Suiza,318,588,79,11,996,218,1214
2011,12,Austria,214,572,153,0,939,211,1150
2011,12,Rusia,510,1801,366,137,2814,3521,6335
2011,12,Países del Este,352,2015,556,18,2941,2087,5028
2011,12,Resto de Europa,546,1090,668,12,2316,964,3280
2011,12,Estados Unidos,140,71,4,4,219,95,314
2011,12,Resto de América,57,101,32,3,193,197,390
2011,12,Resto del Mundo,277,589,50,4,920,146,1066
2011,12,TOTAL,15211,64730,15843,1839,97623,54322,151945
2011,13,España,29234,158517,51596,1847,241194,90057,331251
2011,13,Holanda,5254,31702,9941,161,47058,21892,68950
2011,13,Bélgica,12251,47872,2369,117,62609,8602,71211
2011,13,Alemania,30804,136547,44323,240,211914,36602,248516
2011,13,Francia,4615,26884,5771,297,37567,19772,57339
2011,13,Gran Bretaña,60511,246116,38170,9108,353905,280730,634635
2011,13,Irlanda,2805,6610,1067,22,10504,13451,23955
2011,13,Italia,2521,32657,3418,181,38777,12459,51236
2011,13,Suecia,1670,28192,4488,198,34548,15775,50323
2011,13,Noruega,1236,11954,3276,617,17083,11107,28190
2011,13,Dinamarca,762,13903,3920,2385,20970,12670,33640
2011,13,Finlandia,2185,13828,4441,68,20522,13579,34101
2011,13,Suiza,4329,9793,2065,28,16215,3520,19735
2011,13,Austria,2648,8548,869,8,12073,2391,14464
2011,13,Rusia,7433,20892,2971,1409,32705,28282,60987
2011,13,Países del Este,3508,24458,3915,309,32190,23611,55801
2011,13,Resto de Europa,3672,20321,7827,76,31896,11947,43843
2011,13,Estados Unidos,1346,1198,87,38,2669,1117,3786
2011,13,Resto de América,519,1087,387,90,2083,1076,3159
2011,13,Resto del Mundo,2183,8054,404,43,10684,1949,12633
2011,13,TOTAL,179486,849133,191305,17242,1237166,610589,1847755
2012,1,España,1697,6503,5741,31,13972,3076,17048
2012,1,Holanda,669,2487,645,12,3813,1153,4966
2012,1,Bélgica,1315,3743,450,20,5528,1044,6572
2012,1,Alemania,3824,12858,1623,30,18335,2681,21016
2012,1,Francia,503,2022,314,21,2860,1316,4176
2012,1,Gran Bretaña,5035,18525,1839,635,26034,18279,44313
2012,1,Irlanda,362,842,61,1,1266,892,2158
2012,1,Italia,442,2903,274,10,3629,1176,4805
2012,1,Suecia,369,5603,685,44,6701,2354,9055
2012,1,Noruega,435,2115,270,54,2874,1394,4268
2012,1,Dinamarca,104,1982,770,672,3528,1778,5306
2012,1,Finlandia,381,1934,512,9,2836,1482,4318
2012,1,Suiza,434,545,88,2,1069,105,1174
2012,1,Austria,302,770,86,0,1158,185,1343
2012,1,Rusia,956,2040,318,184,3498,2385,5883
2012,1,Países del Este,255,2835,426,5,3521,1655,5176
2012,1,Resto de Europa,430,899,403,4,1736,981,2717
2012,1,Estados Unidos,73,106,4,3,186,64,250
2012,1,Resto de América,61,118,8,0,187,107,294
2012,1,Resto del Mundo,163,462,17,10,652,150,802
2012,1,TOTAL,17810,69292,14534,1747,103383,42257,145640
2012,2,España,1091,4474,4912,38,10515,3929,14444
2012,2,Holanda,822,2913,645,24,4404,1973,6377
2012,2,Bélgica,1383,4864,211,14,6472,907,7379
2012,2,Alemania,3362,10997,2985,26,17370,2574,19944
2012,2,Francia,447,2577,443,41,3508,2551,6059
2012,2,Gran Bretaña,5769,18977,2108,705,27559,18595,46154
2012,2,Irlanda,255,565,47,0,867,731,1598
2012,2,Italia,202,1992,142,7,2343,1013,3356
2012,2,Suecia,418,4451,452,45,5366,1186,6552
2012,2,Noruega,453,2177,430,41,3101,1308,4409
2012,2,Dinamarca,112,2287,679,523,3601,2312,5913
2012,2,Finlandia,535,2052,402,18,3007,1982,4989
2012,2,Suiza,439,536,215,0,1190,92,1282
2012,2,Austria,353,822,62,6,1243,193,1436
2012,2,Rusia,324,687,124,84,1219,1918,3137
2012,2,Países del Este,444,1673,194,13,2324,1023,3347
2012,2,Resto de Europa,328,981,411,2,1722,955,2677
2012,2,Estados Unidos,71,126,2,3,202,54,256
2012,2,Resto de América,29,96,23,7,155,47,202
2012,2,Resto del Mundo,344,317,18,7,686,47,733
2012,2,TOTAL,17181,63564,14505,1604,96854,43390,140244
2012,3,España,1327,6178,4815,58,12378,4993,17371
2012,3,Holanda,779,2410,649,19,3857,1726,5583
2012,3,Bélgica,1118,4202,242,18,5580,772,6352
2012,3,Alemania,4003,11554,3370,33,18960,3108,22068
2012,3,Francia,491,2604,444,23,3562,2513,6075
2012,3,Gran Bretaña,7015,22410,2933,974,33332,20035,53367
2012,3,Irlanda,326,491,68,0,885,793,1678
2012,3,Italia,213,1641,142,7,2003,757,2760
2012,3,Suecia,448,4853,855,39,6195,2325,8520
2012,3,Noruega,200,2031,570,29,2830,1646,4476
2012,3,Dinamarca,69,1948,843,474,3334,2342,5676
2012,3,Finlandia,452,2507,537,10,3506,1971,5477
2012,3,Suiza,387,534,113,3,1037,135,1172
2012,3,Austria,355,701,105,3,1164,289,1453
2012,3,Rusia,533,1381,300,136,2350,3135,5485
2012,3,Países del Este,312,1910,372,28,2622,1710,4332
2012,3,Resto de Europa,224,1317,528,2,2071,1219,3290
2012,3,Estados Unidos,91,79,9,0,179,100,279
2012,3,Resto de América,39,105,36,1,181,105,286
2012,3,Resto del Mundo,115,337,4,2,458,106,564
2012,3,TOTAL,18497,69193,16935,1859,106484,49780,156264
2012,4,España,2494,12202,6838,269,21803,9090,30893
2012,4,Holanda,497,3427,594,23,4541,1246,5787
2012,4,Bélgica,1262,4255,176,23,5716,563,6279
2012,4,Alemania,3445,11082,3351,14,17892,2477,20369
2012,4,Francia,629,4520,683,63,5895,2433,8328
2012,4,Gran Bretaña,6485,21650,1833,692,30660,18148,48808
2012,4,Irlanda,185,572,53,4,814,746,1560
2012,4,Italia,278,1814,106,18,2216,810,3026
2012,4,Suecia,255,1905,344,75,2579,1128,3707
2012,4,Noruega,168,1083,256,77,1584,859,2443
2012,4,Dinamarca,33,1218,165,229,1645,624,2269
2012,4,Finlandia,98,840,139,5,1082,492,1574
2012,4,Suiza,610,802,113,6,1531,264,1795
2012,4,Austria,253,443,110,6,812,203,1015
2012,4,Rusia,1038,2123,260,175,3596,2952,6548
2012,4,Países del Este,328,2497,369,58,3252,1628,4880
2012,4,Resto de Europa,265,1115,446,4,1830,932,2762
2012,4,Estados Unidos,267,193,24,2,486,115,601
2012,4,Resto de América,43,131,18,13,205,85,290
2012,4,Resto del Mundo,297,462,10,9,778,184,962
2012,4,TOTAL,18930,72334,15888,1765,108917,44979,153896
2012,5,España,1745,11068,5858,208,18879,6046,24925
2012,5,Holanda,400,2055,311,9,2775,1189,3964
2012,5,Bélgica,887,2859,110,42,3898,288,4186
2012,5,Alemania,2949,9063,2945,19,14976,2332,17308
2012,5,Francia,435,2328,364,29,3156,822,3978
2012,5,Gran Bretaña,5770,21086,1689,613,29158,17132,46290
2012,5,Irlanda,269,572,48,0,889,766,1655
2012,5,Italia,518,1364,78,15,1975,522,2497
2012,5,Suecia,12,110,33,2,157,375,532
2012,5,Noruega,40,67,26,51,184,190,374
2012,5,Dinamarca,15,477,30,147,669,256,925
2012,5,Finlandia,2,173,4,0,179,150,329
2012,5,Suiza,543,498,88,1,1130,301,1431
2012,5,Austria,250,386,65,6,707,57,764
2012,5,Rusia,880,2132,132,134,3278,2657,5935
2012,5,Países del Este,459,7471,521,61,8512,1940,10452
2012,5,Resto de Europa,455,1246,247,2,1950,997,2947
2012,5,Estados Unidos,104,68,1,0,173,72,245
2012,5,Resto de América,32,59,15,9,115,66,181
2012,5,Resto del Mundo,106,281,65,12,464,1204,1668
2012,5,TOTAL,15871,63363,12630,1360,93224,37362,130586
2012,6,España,2379,14329,6799,334,23841,7780,31621
2012,6,Holanda,272,1850,545,9,2676,909,3585
2012,6,Bélgica,716,3109,269,13,4107,463,4570
2012,6,Alemania,2680,10097,2185,24,14986,2136,17122
2012,6,Francia,356,1027,418,20,1821,903,2724
2012,6,Gran Bretaña,6099,23211,2427,878,32615,18512,51127
2012,6,Irlanda,203,559,111,6,879,1094,1973
2012,6,Italia,163,1383,203,18,1767,733,2500
2012,6,Suecia,14,215,13,4,246,316,562
2012,6,Noruega,18,62,93,61,234,266,500
2012,6,Dinamarca,10,372,33,206,621,137,758
2012,6,Finlandia,4,14,0,0,18,72,90
2012,6,Suiza,492,674,194,8,1368,209,1577
2012,6,Austria,370,633,121,0,1124,111,1235
2012,6,Rusia,1081,3235,271,267,4854,4656,9510
2012,6,Países del Este,214,2491,840,48,3593,2065,5658
2012,6,Resto de Europa,507,1935,563,10,3015,635,3650
2012,6,Estados Unidos,141,77,3,4,225,137,362
2012,6,Resto de América,70,89,74,21,254,100,354
2012,6,Resto del Mundo,218,119,68,17,422,202,624
2012,6,TOTAL,16007,65481,15230,1948,98666,41436,140102
2012,7,España,4350,15746,4925,10,25031,10760,35791
2012,7,Holanda,725,4026,1678,12,6441,2394,8835
2012,7,Bélgica,1291,3248,485,13,5037,624,5661
2012,7,Alemania,2485,9289,3274,6,15054,2766,17820
2012,7,Francia,507,1719,387,8,2621,1857,4478
2012,7,Gran Bretaña,6083,19153,4106,767,30109,20516,50625
2012,7,Irlanda,156,387,94,0,637,1436,2073
2012,7,Italia,155,2254,314,0,2723,958,3681
2012,7,Suecia,35,320,85,0,440,218,658
2012,7,Noruega,97,212,88,0,397,334,731
2012,7,Dinamarca,63,416,115,0,594,380,974
2012,7,Finlandia,2,12,2,0,16,4,20
2012,7,Suiza,521,960,325,0,1806,535,2341
2012,7,Austria,212,775,150,0,1137,113,1250
2012,7,Rusia,1597,2754,596,166,5113,2657,7770
2012,7,Países del Este,704,2812,456,5,3977,2239,6216
2012,7,Resto de Europa,641,1805,648,2,3096,1141,4237
2012,7,Estados Unidos,132,53,21,2,208,90,298
2012,7,Resto de América,59,98,96,0,253,72,325
2012,7,Resto del Mundo,296,132,79,0,507,170,677
2012,7,TOTAL,20111,66171,17924,991,105197,49264,154461
2012,8,España,5875,19516,7416,561,33368,12463,45831
2012,8,Holanda,358,2732,1330,15,4435,2184,6619
2012,8,Bélgica,1081,3457,388,17,4943,414,5357
2012,8,Alemania,2028,9043,3060,42,14173,3094,17267
2012,8,Francia,873,2398,1004,55,4330,1201,5531
2012,8,Gran Bretaña,4269,20839,4018,749,29875,18171,48046
2012,8,Irlanda,119,465,97,8,689,866,1555
2012,8,Italia,280,2761,782,89,3912,1881,5793
2012,8,Suecia,0,543,126,22,691,418,1109
2012,8,Noruega,18,347,12,53,430,179,609
2012,8,Dinamarca,13,376,57,180,626,182,808
2012,8,Finlandia,0,8,0,0,8,129,137
2012,8,Suiza,313,721,246,2,1282,342,1624
2012,8,Austria,168,774,101,0,1043,204,1247
2012,8,Rusia,1916,3073,836,232,6057,3608,9665
2012,8,Países del Este,578,2542,385,34,3539,2253,5792
2012,8,Resto de Europa,775,3872,615,8,5270,921,6191
2012,8,Estados Unidos,137,60,1,10,208,99,307
2012,8,Resto de América,33,113,70,17,233,83,316
2012,8,Resto del Mundo,150,220,38,8,416,521,937
2012,8,TOTAL,18984,73860,20582,2102,115528,49213,164741
2012,9,España,3247,13447,3139,347,20180,8016,28196
2012,9,Holanda,513,1923,672,13,3121,1246,4367
2012,9,Bélgica,1018,3308,354,12,4692,489,5181
