año,mes,nacion,4 y 5 estrellas,3 estrellas,2 estrellas,1 estrella,hoteleros,extrahoteleros,total
2013,6,Gran Bretaña,144,491,19,11,665,0,665
2013,6,Irlanda,11,16,3,3,33,0,33
2013,6,Italia,35,77,67,32,211,0,211
2013,6,Suecia,12,5,2,0,19,0,19
2013,6,Noruega,1,6,3,0,10,0,10
2013,6,Dinamarca,5,5,0,0,10,0,10
2013,6,Finlandia,5,17,0,0,22,0,22
2013,6,Suiza,10,10,4,5,29,0,29
2013,6,Austria,2,3,5,0,10,0,10
2013,6,Rusia,34,33,35,17,119,0,119
2013,6,Países del Este,166,24,9,5,204,0,204
2013,6,Resto de Europa,14,105,39,18,176,0,176
2013,6,Estados Unidos,35,25,4,2,66,0,66
2013,6,Resto de América,21,113,67,29,230,0,230
2013,6,Resto del Mundo,99,122,35,38,294,0,294
2013,6,TOTAL,5106,4831,2207,839,12983,0,12983
2013,7,España,4217,3382,1592,831,10022,0,10022
2013,7,Holanda,16,26,10,11,63,0,63
2013,7,Bélgica,34,20,6,6,66,0,66
2013,7,Alemania,135,52,48,40,275,0,275
2013,7,Francia,125,111,104,103,443,0,443
2013,7,Gran Bretaña,145,86,23,32,286,0,286
2013,7,Irlanda,9,14,6,0,29,0,29
2013,7,Italia,132,121,41,36,330,0,330
2013,7,Suecia,22,31,8,0,61,0,61
2013,7,Noruega,12,13,2,0,27,0,27
2013,7,Dinamarca,5,152,2,0,159,0,159
2013,7,Finlandia,18,1,2,0,21,0,21
2013,7,Suiza,21,26,3,17,67,0,67
2013,7,Austria,16,11,10,0,37,0,37
2013,7,Rusia,81,33,53,25,192,0,192
2013,7,Países del Este,89,38,24,4,155,0,155
2013,7,Resto de Europa,56,83,30,59,228,0,228
2013,7,Estados Unidos,124,28,3,2,157,0,157
2013,7,Resto de América,74,146,65,99,384,0,384
2013,7,Resto del Mundo,176,158,45,27,406,0,406
2013,7,TOTAL,5507,4532,2077,1292,13408,0,13408
2013,8,España,2914,2539,1185,886,7524,0,7524
2013,8,Holanda,22,23,9,2,56,0,56
2013,8,Bélgica,34,25,29,14,102,0,102
2013,8,Alemania,126,84,35,33,278,0,278
2013,8,Francia,127,200,119,115,561,0,561
2013,8,Gran Bretaña,421,1026,21,9,1477,0,1477
2013,8,Irlanda,18,10,3,0,31,0,31
2013,8,Italia,122,308,303,71,804,0,804
2013,8,Suecia,0,6,3,0,9,0,9
2013,8,Noruega,15,1,1,2,19,0,19
2013,8,Dinamarca,8,14,0,5,27,0,27
2013,8,Finlandia,0,7,0,0,7,0,7
2013,8,Suiza,14,8,3,0,25,0,25
2013,8,Austria,13,6,2,0,21,0,21
2013,8,Rusia,45,93,20,9,167,0,167
2013,8,Países del Este,32,38,8,16,94,0,94
2013,8,Resto de Europa,19,58,39,22,138,0,138
2013,8,Estados Unidos,49,31,3,2,85,0,85
2013,8,Resto de América,41,108,56,39,244,0,244
2013,8,Resto del Mundo,94,136,32,24,286,0,286
2013,8,TOTAL,4114,4721,1871,1249,11955,0,11955
2013,9,España,3594,3175,1865,610,9244,0,9244
2013,9,Holanda,17,20,11,4,52,0,52
2013,9,Bélgica,42,16,19,11,88,0,88
2013,9,Alemania,154,72,73,44,343,0,343
2013,9,Francia,59,80,69,98,306,0,306
2013,9,Gran Bretaña,251,86,19,14,370,0,370
2013,9,Irlanda,7,10,0,2,19,0,19
2013,9,Italia,83,121,139,68,411,0,411
2013,9,Suecia,4,7,10,0,21,0,21
2013,9,Noruega,3,8,10,0,21,0,21
2013,9,Dinamarca,9,4,4,2,19,0,19
2013,9,Finlandia,2,10,1,14,27,0,27
2013,9,Suiza,18,10,10,11,49,0,49
2013,9,Austria,16,3,3,0,22,0,22
2013,9,Rusia,32,243,18,21,314,0,314
2013,9,Países del Este,21,11,14,12,58,0,58
2013,9,Resto de Europa,34,104,68,46,252,0,252
2013,9,Estados Unidos,61,26,9,2,98,0,98
2013,9,Resto de América,44,140,78,74,336,0,336
2013,9,Resto del Mundo,97,111,31,40,279,0,279
2013,9,TOTAL,4548,4257,2451,1073,12329,0,12329
2013,10,España,3739,3696,1968,663,10066,0,10066
2013,10,Holanda,23,25,12,5,65,0,65
2013,10,Bélgica,90,23,6,21,140,0,140
2013,10,Alemania,178,176,70,59,483,0,483
2013,10,Francia,106,163,74,87,430,0,430
2013,10,Gran Bretaña,289,390,20,14,713,0,713
2013,10,Irlanda,19,134,13,0,166,0,166
2013,10,Italia,41,152,89,59,341,0,341
2013,10,Suecia,129,14,20,6,169,0,169
2013,10,Noruega,68,62,6,0,136,0,136
2013,10,Dinamarca,32,18,0,1,51,0,51
2013,10,Finlandia,117,27,4,2,150,0,150
2013,10,Suiza,75,31,25,5,136,0,136
2013,10,Austria,24,35,6,0,65,0,65
2013,10,Rusia,60,73,38,7,178,0,178
2013,10,Países del Este,23,51,20,36,130,0,130
2013,10,Resto de Europa,31,111,68,30,240,0,240
2013,10,Estados Unidos,113,117,9,5,244,0,244
2013,10,Resto de América,25,114,95,62,296,0,296
2013,10,Resto del Mundo,76,149,40,15,280,0,280
2013,10,TOTAL,5258,5561,2583,1077,14479,0,14479
2013,11,España,5233,5600,2581,911,14325,0,14325
2013,11,Holanda,43,51,33,27,154,0,154
2013,11,Bélgica,36,28,32,25,121,0,121
2013,11,Alemania,348,257,141,129,875,0,875
2013,11,Francia,150,158,123,144,575,0,575
2013,11,Gran Bretaña,480,498,60,35,1073,0,1073
2013,11,Irlanda,30,26,6,5,67,0,67
2013,11,Italia,91,192,117,90,490,0,490
2013,11,Suecia,409,117,31,10,567,0,567
2013,11,Noruega,280,103,24,4,411,0,411
2013,11,Dinamarca,73,82,4,4,163,0,163
2013,11,Finlandia,99,96,43,19,257,0,257
2013,11,Suiza,86,47,21,20,174,0,174
2013,11,Austria,14,35,11,12,72,0,72
2013,11,Rusia,71,72,53,27,223,0,223
2013,11,Países del Este,33,40,31,62,166,0,166
2013,11,Resto de Europa,53,158,139,48,398,0,398
2013,11,Estados Unidos,77,49,13,6,145,0,145
2013,11,Resto de América,61,192,117,73,443,0,443
2013,11,Resto del Mundo,95,220,42,28,385,0,385
2013,11,TOTAL,7762,8021,3622,1679,21084,0,21084
2013,12,España,4364,4518,2172,794,11848,0,11848
2013,12,Holanda,56,65,25,20,166,0,166
2013,12,Bélgica,57,47,16,12,132,0,132
2013,12,Alemania,475,337,203,178,1193,0,1193
2013,12,Francia,148,202,123,133,606,0,606
2013,12,Gran Bretaña,393,280,126,36,835,0,835
2013,12,Irlanda,31,37,24,2,94,0,94
2013,12,Italia,105,240,116,77,538,0,538
2013,12,Suecia,450,139,53,16,658,0,658
2013,12,Noruega,173,137,59,19,388,0,388
2013,12,Dinamarca,78,86,27,20,211,0,211
2013,12,Finlandia,130,175,50,14,369,0,369
2013,12,Suiza,66,53,26,12,157,0,157
2013,12,Austria,30,23,16,6,75,0,75
2013,12,Rusia,35,80,49,31,195,0,195
2013,12,Países del Este,36,35,54,38,163,0,163
2013,12,Resto de Europa,33,162,91,47,333,0,333
2013,12,Estados Unidos,44,56,13,7,120,0,120
2013,12,Resto de América,46,175,104,59,384,0,384
2013,12,Resto del Mundo,149,289,54,67,559,0,559
2013,12,TOTAL,6899,7136,3401,1588,19024,0,19024
2013,13,España,42489,47306,26751,10164,109368,20212,107933
2013,13,Holanda,384,377,240,109,1020,118,1006
2013,13,Bélgica,494,375,217,140,1122,120,1114
2013,13,Alemania,2098,2194,1216,869,5918,561,5867
2013,13,Francia,1308,1689,1381,1134,5093,743,4931
2013,13,Gran Bretaña,3105,3521,1094,265,7120,951,7077
2013,13,Irlanda,247,513,129,30,863,62,860
2013,13,Italia,745,1887,1320,777,4324,541,4256
2013,13,Suecia,1575,530,229,59,2313,80,2313
2013,13,Noruega,913,552,208,55,1691,37,1691
2013,13,Dinamarca,405,374,237,55,902,169,902
2013,13,Finlandia,506,637,175,65,1340,43,1340
2013,13,Suiza,419,330,184,95,976,96,954
2013,13,Austria,254,248,82,62,599,47,599
2013,13,Rusia,526,941,466,250,1956,311,1914
2013,13,Países del Este,958,697,329,251,1894,359,1885
2013,13,Resto de Europa,289,1123,919,485,2566,404,2489
2013,13,Estados Unidos,560,590,168,74,1177,223,1173
2013,13,Resto de América,374,1500,1016,688,3220,614,3092
2013,13,Resto del Mundo,967,1770,759,409,3335,700,3270
2013,13,TOTAL,58616,67154,37120,16036,156797,26391,154666
2014,1,España,3885,4415,1727,709,10736,0,10736
2014,1,Holanda,46,63,35,17,161,0,161
2014,1,Bélgica,46,67,23,31,167,0,167
2014,1,Alemania,342,370,168,141,1021,0,1021
2014,1,Francia,111,218,123,119,571,0,571
2014,1,Gran Bretaña,430,366,97,78,971,0,971
2014,1,Irlanda,36,61,25,22,144,0,144
2014,1,Italia,108,271,139,119,637,0,637
2014,1,Suecia,491,157,54,22,724,0,724
2014,1,Noruega,176,173,47,1,397,0,397
2014,1,Dinamarca,70,98,19,14,201,0,201
2014,1,Finlandia,120,312,56,17,505,0,505
2014,1,Suiza,66,66,15,20,167,0,167
2014,1,Austria,25,16,26,15,82,0,82
2014,1,Rusia,89,225,69,28,411,0,411
2014,1,Países del Este,64,52,43,53,212,0,212
2014,1,Resto de Europa,36,187,114,51,388,0,388
2014,1,Estados Unidos,252,36,17,9,314,0,314
2014,1,Resto de América,50,199,93,38,380,0,380
2014,1,Resto del Mundo,158,236,43,38,475,0,475
2014,1,TOTAL,6601,7588,2933,1542,18664,0,18664
2014,2,España,3809,5709,2268,710,12496,0,12496
2014,2,Holanda,25,91,26,31,173,0,173
2014,2,Bélgica,51,70,35,19,175,0,175
2014,2,Alemania,293,405,193,121,1012,0,1012
2014,2,Francia,118,314,151,124,707,0,707
2014,2,Gran Bretaña,522,602,104,51,1279,0,1279
2014,2,Irlanda,25,58,50,3,136,0,136
2014,2,Italia,82,294,162,119,657,0,657
2014,2,Suecia,347,139,48,22,556,0,556
2014,2,Noruega,124,190,25,19,358,0,358
2014,2,Dinamarca,73,111,11,22,217,0,217
2014,2,Finlandia,66,127,29,5,227,0,227
2014,2,Suiza,73,107,26,25,231,0,231
2014,2,Austria,45,59,21,19,144,0,144
2014,2,Rusia,99,163,68,45,375,0,375
2014,2,Países del Este,64,78,49,45,236,0,236
2014,2,Resto de Europa,57,233,85,76,451,0,451
2014,2,Estados Unidos,38,71,8,17,134,0,134
2014,2,Resto de América,25,94,68,42,229,0,229
2014,2,Resto del Mundo,59,284,57,43,443,0,443
2014,2,TOTAL,5995,9199,3484,1558,20236,0,20236
2014,3,España,3948,6332,2572,689,13541,0,13541
2014,3,Holanda,39,32,18,28,117,0,117
2014,3,Bélgica,42,52,15,5,114,0,114
2014,3,Alemania,302,324,127,214,967,0,967
2014,3,Francia,154,244,122,125,645,0,645
2014,3,Gran Bretaña,417,338,82,85,922,0,922
2014,3,Irlanda,24,42,5,9,80,0,80
2014,3,Italia,51,265,146,83,545,0,545
2014,3,Suecia,352,79,11,14,456,0,456
2014,3,Noruega,123,148,17,4,292,0,292
2014,3,Dinamarca,62,81,4,6,153,0,153
2014,3,Finlandia,68,118,15,17,218,0,218
2014,3,Suiza,31,38,5,7,81,0,81
2014,3,Austria,20,71,18,2,111,0,111
2014,3,Rusia,34,67,61,63,225,0,225
2014,3,Países del Este,36,53,27,41,157,0,157
2014,3,Resto de Europa,23,142,100,69,334,0,334
2014,3,Estados Unidos,37,45,19,28,129,0,129
2014,3,Resto de América,25,105,58,52,240,0,240
2014,3,Resto del Mundo,105,255,50,32,442,0,442
2014,3,TOTAL,5893,8831,3472,1573,19769,0,19769
2014,4,España,3261,4122,1817,857,10057,0,10057
2014,4,Holanda,13,35,6,6,60,0,60
2014,4,Bélgica,28,44,12,22,106,0,106
2014,4,Alemania,236,232,63,93,624,0,624
2014,4,Francia,94,228,94,113,529,0,529
2014,4,Gran Bretaña,401,217,29,12,659,0,659
2014,4,Irlanda,24,19,13,6,62,0,62
2014,4,Italia,38,217,91,72,418,0,418
2014,4,Suecia,297,11,6,6,320,0,320
2014,4,Noruega,118,26,13,5,162,0,162
2014,4,Dinamarca,56,12,2,0,70,0,70
2014,4,Finlandia,72,24,11,2,109,0,109
2014,4,Suiza,69,41,8,31,149,0,149
2014,4,Austria,14,7,16,2,39,0,39
2014,4,Rusia,22,65,52,28,167,0,167
2014,4,Países del Este,24,50,28,20,122,0,122
2014,4,Resto de Europa,18,141,36,50,245,0,245
2014,4,Estados Unidos,19,33,8,5,65,0,65
2014,4,Resto de América,30,97,25,61,213,0,213
2014,4,Resto del Mundo,79,217,32,33,361,0,361
2014,4,TOTAL,4913,5838,2362,1424,14537,0,14537
2014,5,España,4133,5658,2014,759,12564,0,12564
2014,5,Holanda,13,17,15,5,50,0,50
2014,5,Bélgica,11,26,10,20,67,0,67
2014,5,Alemania,84,90,38,41,253,0,253
2014,5,Francia,103,221,87,43,454,0,454
2014,5,Gran Bretaña,166,153,42,7,368,0,368
2014,5,Irlanda,2,4,9,1,16,0,16
2014,5,Italia,49,184,92,59,384,0,384
2014,5,Suecia,15,0,8,5,28,0,28
2014,5,Noruega,26,11,0,0,37,0,37
2014,5,Dinamarca,6,16,4,0,26,0,26
2014,5,Finlandia,2,3,4,0,9,0,9
2014,5,Suiza,22,21,2,8,53,0,53
2014,5,Austria,3,21,2,3,29,0,29
2014,5,Rusia,41,46,24,8,119,0,119
2014,5,Países del Este,10,9,6,12,37,0,37
2014,5,Resto de Europa,29,108,58,42,237,0,237
2014,5,Estados Unidos,54,43,13,9,119,0,119
2014,5,Resto de América,12,95,43,44,194,0,194
2014,5,Resto del Mundo,58,101,34,10,203,0,203
2014,5,TOTAL,4839,6827,2505,1076,15247,0,15247
2014,6,España,3.544,4.821,1.725,784,10.874,0,10.874
2014,6,Holanda,8,154,3,11,176,0,176
2014,6,Bélgica,19,28,3,9,59,0,59
2014,6,Alemania,100,111,38,25,274,0,274
2014,6,Francia,65,107,42,61,275,0,275
2014,6,Gran Bretaña,117,237,10,19,383,0,383
2014,6,Irlanda,5,21,2,7,35,0,35
2014,6,Italia,50,152,84,42,328,0,328
2014,6,Suecia,15,10,0,7,32,0,32
2014,6,Noruega,16,2,3,0,21,0,21
2014,6,Dinamarca,14,2,5,5,26,0,26
2014,6,Finlandia,0,5,0,0,5,0,5
2014,6,Suiza,15,21,17,7,60,0,60
2014,6,Austria,5,3,5,4,17,0,17
2014,6,Rusia,17,26,8,14,65,0,65
2014,6,Países del Este,22,28,18,12,80,0,80
2014,6,Resto de Europa,12,82,45,42,181,0,181
2014,6,Estados Unidos,92,43,5,11,151,0,151
2014,6,Resto de América,22,93,45,40,200,0,200
2014,6,Resto del Mundo,60,205,16,26,307,0,307
2014,6,TOTAL,4.198,6.151,2.074,1.126,13.549,0,13.549
2014,7,España,3.844,4.981,1.451,904,11.180,0,11.180
2014,7,Holanda,20,37,13,12,82,0,82
2014,7,Bélgica,38,34,1,4,77,0,77
2014,7,Alemania,147,178,28,55,408,0,408
2014,7,Francia,131,152,43,98,424,0,424
2014,7,Gran Bretaña,241,311,20,1,573,0,573
2014,7,Irlanda,32,15,1,0,48,0,48
2014,7,Italia,51,222,47,26,346,0,346
2014,7,Suecia,18,21,0,10,49,0,49
2014,7,Noruega,23,32,4,0,59,0,59
2014,7,Dinamarca,24,11,3,7,45,0,45
2014,7,Finlandia,0,3,0,0,3,0,3
2014,7,Suiza,35,27,4,3,69,0,69
2014,7,Austria,13,42,2,3,60,0,60
2014,7,Rusia,31,48,12,3,94,0,94
2014,7,Países del Este,33,27,10,22,92,0,92
2014,7,Resto de Europa,30,105,40,30,205,0,205
2014,7,Estados Unidos,80,21,2,0,103,0,103
2014,7,Resto de América,22,77,64,34,197,0,197
2014,7,Resto del Mundo,74,132,21,29,256,0,256
2014,7,TOTAL,4.887,6.476,1.766,1.241,14.370,0,14.370
2014,8,España,2.909,3.685,1.254,870,8.718,0,8.718
2014,8,Holanda,24,25,4,13,66,0,66
2014,8,Bélgica,68,27,2,10,107,0,107
2014,8,Alemania,235,95,27,102,459,0,459
2014,8,Francia,144,259,53,148,604,0,604
2014,8,Gran Bretaña,293,164,23,12,492,0,492
2014,8,Irlanda,19,12,2,0,33,0,33
2014,8,Italia,105,417,304,151,977,0,977
2014,8,Suecia,12,15,1,5,33,0,33
2014,8,Noruega,18,10,1,0,29,0,29
2014,8,Dinamarca,8,19,0,9,36,0,36
2014,8,Finlandia,0,3,0,0,3,0,3
2014,8,Suiza,15,21,0,8,44,0,44
2014,8,Austria,11,8,5,8,32,0,32
2014,8,Rusia,40,49,11,20,120,0,120
2014,8,Países del Este,18,35,17,3,73,0,73
2014,8,Resto de Europa,32,86,39,25,182,0,182
2014,8,Estados Unidos,16,32,5,8,61,0,61
2014,8,Resto de América,19,91,54,47,211,0,211
2014,8,Resto del Mundo,48,191,18,63,320,0,320
2014,8,TOTAL,4.034,5.244,1.820,1.502,12.600,0,12.600
2014,9,España,3.427,5.130,2.077,823,11.457,0,11.457
2014,9,Holanda,16,29,13,0,58,0,58
2014,9,Bélgica,18,42,14,10,84,0,84
2014,9,Alemania,219,126,80,45,470,0,470
2014,9,Francia,57,129,72,63,321,0,321
2014,9,Gran Bretaña,268,375,39,12,694,0,694
2014,9,Irlanda,21,4,8,15,48,0,48
2014,9,Italia,86,215,147,103,551,0,551
2014,9,Suecia,20,15,5,0,40,0,40
2014,9,Noruega,14,20,0,0,34,0,34
2014,9,Dinamarca,8,8,8,2,26,0,26
2014,9,Finlandia,9,8,0,2,19,0,19
2014,9,Suiza,36,15,5,0,56,0,56
2014,9,Austria,5,6,4,5,20,0,20
2014,9,Rusia,19,63,45,3,130,0,130
2014,9,Países del Este,13,314,28,22,377,0,377
2014,9,Resto de Europa,18,101,53,60,232,0,232
2014,9,Estados Unidos,34,42,4,7,87,0,87
2014,9,Resto de América,25,83,33,56,197,0,197
2014,9,Resto del Mundo,84,252,30,23,389,0,389
2014,9,TOTAL,4.397,6.977,2.665,1.251,15.290,0,15.290
2014,10,España,4.235,6.777,2.427,883,14.322,0,14.322
2014,10,Holanda,55,52,10,14,131,0,131
2014,10,Bélgica,25,46,9,17,97,0,97
2014,10,Alemania,235,224,118,96,673,0,673
2014,10,Francia,172,367,79,88,706,0,706
2014,10,Gran Bretaña,324,153,19,16,512,0,512
2014,10,Irlanda,26,10,9,0,45,0,45
2014,10,Italia,82,191,146,72,491,0,491
2014,10,Suecia,198,50,12,0,260,0,260
2014,10,Noruega,171,34,17,3,225,0,225
2014,10,Dinamarca,88,113,9,1,211,0,211
2014,10,Finlandia,85,130,14,5,234,0,234
2014,10,Suiza,58,37,8,17,120,0,120
2014,10,Austria,9,14,5,4,32,0,32
2014,10,Rusia,47,29,32,8,116,0,116
2014,10,Países del Este,29,39,24,28,120,0,120
2014,10,Resto de Europa,23,291,49,66,429,0,429
2014,10,Estados Unidos,38,36,8,0,82,0,82
2014,10,Resto de América,46,109,63,29,247,0,247
2014,10,Resto del Mundo,93,174,29,37,333,0,333
2014,10,TOTAL,6.039,8.876,3.087,1.384,19.386,0,19.386
2014,11,España,4.006,6.069,2.507,735,13.317,0,13.317
2014,11,Holanda,11,56,36,13,116,0,116
2014,11,Bélgica,47,64,25,38,174,0,174
2014,11,Alemania,415,381,203,102,1.101,0,1.101
2014,11,Francia,109,265,181,119,674,0,674
2014,11,Gran Bretaña,355,312,73,14,754,0,754
2014,11,Irlanda,10,19,17,7,53,0,53
2014,11,Italia,73,276,165,69,583,0,583
2014,11,Suecia,492,98,23,7,620,0,620
2014,11,Noruega,338,49,26,3,416,0,416
2014,11,Dinamarca,119,51,12,1,183,0,183
2014,11,Finlandia,129,110,19,3,261,0,261
2014,11,Suiza,45,62,35,18,160,0,160
2014,11,Austria,17,37,21,4,79,0,79
2014,11,Rusia,63,47,71,20,201,0,201
2014,11,Países del Este,30,70,57,39,196,0,196
2014,11,Resto de Europa,33,174,127,56,390,0,390
2014,11,Estados Unidos,82,85,12,10,189,0,189
2014,11,Resto de América,26,130,73,34,263,0,263
2014,11,Resto del Mundo,87,309,54,43,493,0,493
2014,11,TOTAL,6.487,8.664,3.737,1.335,20.223,0,20.223
2014,12,España,3.470,5.320,2.572,801,12.163,0,12.163
2014,12,Holanda,33,85,48,12,178,0,178
2014,12,Bélgica,54,64,26,18,162,0,162
2014,12,Alemania,371,530,211,135,1.247,0,1.247
2014,12,Francia,86,274,174,114,648,0,648
2014,12,Gran Bretaña,412,344,102,37,895,0,895
2014,12,Irlanda,27,32,10,17,86,0,86
2014,12,Italia,68,248,183,93,592,0,592
2014,12,Suecia,422,132,48,10,612,0,612
2014,12,Noruega,295,88,41,8,432,0,432
2014,12,Dinamarca,84,84,14,17,199,0,199
2014,12,Finlandia,148,137,67,16,368,0,368
2014,12,Suiza,45,53,16,12,126,0,126
2014,12,Austria,18,25,10,10,63,0,63
2014,12,Rusia,80,118,50,17,265,0,265
2014,12,Países del Este,54,73,69,37,233,0,233
2014,12,Resto de Europa,18,223,136,69,446,0,446
2014,12,Estados Unidos,49,101,29,4,183,0,183
2014,12,Resto de América,56,109,82,39,286,0,286
2014,12,Resto del Mundo,95,345,53,29,522,0,522
2014,12,TOTAL,5.885,8.385,3.941,1.495,19.706,0,19.706
2014,13,España,44.471,63.019,24.411,9.524,141.425,0,141.425
2014,13,Holanda,303,676,227,162,1.368,0,1.368
2014,13,Bélgica,447,564,175,203,1.389,0,1.389
2014,13,Alemania,2.979,3.066,1.294,1.170,8.509,0,8.509
2014,13,Francia,1.344,2.778,1.221,1.215,6.558,0,6.558
2014,13,Gran Bretaña,3.946,3.572,640,344,8.502,0,8.502
2014,13,Irlanda,251,297,151,87,786,0,786
2014,13,Italia,843,2.952,1.706,1.008,6.509,0,6.509
2014,13,Suecia,2.679,727,216,108,3.730,0,3.730
2014,13,Noruega,1.442,783,194,43,2.462,0,2.462
2014,13,Dinamarca,612,606,91,84,1.393,0,1.393
2014,13,Finlandia,699,980,215,67,1.961,0,1.961
2014,13,Suiza,510,509,141,156,1.316,0,1.316
2014,13,Austria,185,309,135,79,708,0,708
2014,13,Rusia,582,946,503,257,2.288,0,2.288
2014,13,Países del Este,397,828,376,334,1.935,0,1.935
2014,13,Resto de Europa,329,1.873,882,636,3.720,0,3.720
2014,13,Estados Unidos,791,588,130,108,1.617,0,1.617
2014,13,Resto de América,358,1.282,701,516,2.857,0,2.857
2014,13,Resto del Mundo,1.000,2.701,437,406,4.544,0,4.544
2014,13,TOTAL,64.168,89.056,33.846,16.507,203.577,0,203.577
2015,1,España,3.053,5.141,2.204,611,11.009,0,11.009
2015,1,Holanda,15,83,45,24,167,0,167
2015,1,Bélgica,54,74,35,11,174,0,174
2015,1,Alemania,248,503,221,93,1.065,0,1.065
2015,1,Francia,98,205,146,118,567,0,567
2015,1,Reino Unido,480,707,113,89,1389,0,1389
2015,1,Irlanda,31,46,29,3,109,0,109
2015,1,Italia,64,268,233,100,665,0,665
2015,1,Suecia,511,121,44,7,683,0,683
2015,1,Noruega,337,49,30,14,430,0,430
2015,1,Dinamarca,88,97,29,6,220,0,220
2015,1,Finlandia,134,130,41,17,322,0,322
2015,1,Suiza,44,52,12,19,127,0,127
2015,1,Austria,20,44,17,7,88,0,88
2015,1,Rusia,34,95,77,39,245,0,245
2015,1,Países del Este,46,49,53,42,190,0,190
2015,1,Resto de Europa,34,428,115,77,654,0,654
2015,1,USA,38,70,4,6,118,0,118
2015,1,Resto de América,22,88,53,35,198,0,198
2015,1,Resto del Mundo,80,224,56,33,393,0,393
2015,1,TOTAL,5.431,8.474,3.557,1.351,18.813,0,18.813
2015,2,España,3.813,6.164,2.430,595,13.002,0,13.002
2015,2,Holanda,30,71,36,22,159,0,159
2015,2,Bélgica,40,55,40,9,144,0,144
2015,2,Alemania,342,418,178,128,1.066,0,1.066
2015,2,Francia,83,292,143,77,595,0,595
2015,2,Reino Unido,363,318,77,16,774,0,774
2015,2,Irlanda,22,58,38,2,120,0,120
2015,2,Italia,123,307,197,67,694,0,694
2015,2,Suecia,450,114,38,9,611,0,611
2015,2,Noruega,257,56,30,3,346,0,346
2015,2,Dinamarca,111,72,20,6,209,0,209
2015,2,Finlandia,141,94,25,6,266,0,266
2015,2,Suiza,42,48,20,11,121,0,121
2015,2,Austria,21,27,13,13,74,0,74
2015,2,Rusia,27,60,21,16,124,0,124
2015,2,Países del Este,34,44,48,37,163,0,163
2015,2,Resto de Europa,34,199,129,67,429,0,429
2015,2,USA,54,82,18,8,162,0,162
2015,2,Resto de América,14,92,53,33,192,0,192
2015,2,Resto del Mundo,73,283,49,27,432,0,432
2015,2,TOTAL,6.074,8.854,3.603,1.152,19.683,0,19.683
2015,3,España,4.124,6.045,2.306,730,13.205,0,13.205
2015,3,Holanda,25,44,27,13,109,0,109
2015,3,Bélgica,37,34,12,9,92,0,92
2015,3,Alemania,393,353,229,139,1114,0,1114
2015,3,Francia,124,207,120,118,569,0,569
2015,3,Reino Unido,379,212,62,16,669,0,669
2015,3,Irlanda,10,36,8,4,58,0,58
2015,3,Italia,76,341,146,69,632,0,632
2015,3,Suecia,463,59,35,3,560,0,560
2015,3,Noruega,283,53,14,3,353,0,353
2015,3,Dinamarca,106,61,13,3,183,0,183
2015,3,Finlandia,159,97,29,3,288,0,288
2015,3,Suiza,45,52,14,18,129,0,129
2015,3,Austria,9,36,28,17,90,0,90
2015,3,Rusia,10,60,24,29,123,0,123
2015,3,Países del Este,43,33,38,24,138,0,138
2015,3,Resto de Europa,31,334,99,38,502,0,502
2015,3,USA,31,49,11,10,101,0,101
2015,3,Resto de América,33,85,58,35,211,0,211
2015,3,Resto del Mundo,59,180,52,49,340,0,340
2015,3,TOTAL,6.440,8.371,3.325,1.330,19.466,0,19.466
2015,4,España,3.865,5.202,2.555,808,12.430,0,12.430
2015,4,Holanda,28,39,30,1,98,0,98
2015,4,Bélgica,46,64,31,2,143,0,143
2015,4,Alemania,200,185,117,55,557,0,557
2015,4,Francia,86,156,131,104,477,0,477
2015,4,Reino Unido,273,230,37,11,551,0,551
2015,4,Irlanda,32,32,7,1,72,0,72
2015,4,Italia,84,292,116,59,551,0,551
2015,4,Suecia,340,22,25,6,393,0,393
2015,4,Noruega,165,28,6,2,201,0,201
2015,4,Dinamarca,92,18,4,12,126,0,126
2015,4,Finlandia,91,44,7,3,145,0,145
2015,4,Suiza,36,37,13,9,95,0,95
2015,4,Austria,3,21,10,4,38,0,38
2015,4,Rusia,15,42,44,18,119,0,119
2015,4,Países del Este,29,53,21,4,107,0,107
2015,4,Resto de Europa,27,130,111,38,306,0,306
2015,4,USA,16,57,20,9,102,0,102
2015,4,Resto de América,18,52,37,19,126,0,126
2015,4,Resto del Mundo,71,210,23,24,328,0,328
2015,4,TOTAL,5.517,6.914,3.345,1.189,16.965,0,16.965
2015,5,España,4394,5849,2761,805,13809,0,13809
2015,5,Holanda,19,47,13,4,83,0,83
2015,5,Bélgica,29,23,14,0,66,0,66
2015,5,Alemania,282,284,90,30,686,0,686
2015,5,Francia,89,154,180,74,497,0,497
2015,5,Reino Unido,145,242,24,10,421,0,421
2015,5,Irlanda,12,9,13,1,35,0,35
2015,5,Italia,59,175,166,55,455,0,455
2015,5,Suecia,17,16,4,0,37,0,37
2015,5,Noruega,2,8,3,2,15,0,15
2015,5,Dinamarca,9,9,1,2,21,0,21
2015,5,Finlandia,20,9,1,2,32,0,32
2015,5,Suiza,39,23,10,10,82,0,82
2015,5,Austria,6,12,10,1,29,0,29
2015,5,Rusia,23,17,32,4,76,0,76
2015,5,Países del Este,13,25,7,13,58,0,58
2015,5,Resto de Europa,31,125,85,22,263,0,263
2015,5,USA,25,61,10,5,101,0,101
2015,5,Resto de América,20,106,87,27,240,0,240
2015,5,Resto del Mundo,108,126,21,25,280,0,280
